batch_id,factory_name,factory_city,industry_type,waste_type,material_category,quantity_kg,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,estimated_market_value_inr,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,recommended_product,predicted_market_demand,recommended_buyer,buyer_city,estimated_payback_months,treatment_dependency,ai_segmentation_category,esg_impact_score,upload_date
RWAI-100066,Cherian-Khurana,Indore,Leather Processing,Chemical Effluent,Leather,6713.37,Heavy Metals,7.42,933.52,481.62,6382.13,15.87,3039.67,274.66,10.46,20.01,42.15,43.71,51.04,30.63,1399953.2,6.41,65.03,82.38,67.94,122.7,Low-Cost Modular Panels,Emerging,Mahindra Sustainable Solutions,Ludhiana,24.0,Medium,Highly Recoverable,35.97,2025-07-03
RWAI-100067,Wagle-Basak,Ludhiana,Chemical Processing,Chemical Effluent,Leather,1934.75,Sulfide,8.42,1191.05,428.14,7142.36,249.6,4540.95,214.11,19.48,35.01,35.56,36.68,69.9,47.56,2076949.7,6.66,74.01,25.22,33.99,374.89,Eco Paver Blocks,Emerging,EcoPack India,Panipat,11.6,Medium,Needs Advanced Treatment,87.45,2024-12-13
RWAI-100068,Kala PLC,Bhiwandi,Industrial Dyeing,Chemical Effluent,Polymer,625.3,High TDS,6.51,654.55,150.74,507.71,250.38,1716.49,211.27,30.33,55.21,91.72,89.17,59.27,49.47,970353.05,2.29,82.13,54.67,76.94,335.01,Sustainable Wall Tiles,High,UltraTech EcoBuild,Mumbai,6.1,Medium,Needs Advanced Treatment,86.09,2024-03-03
RWAI-100069,Ramesh-Bali,Surat,Textile Manufacturing,Denim Processing Sludge,Organic,4923.37,Low Contamination,7.03,1027.37,445.81,7522.94,158.75,4360.47,320.99,32.39,38.94,45.11,36.96,95.0,48.17,77902.79,8.18,63.66,45.59,88.56,26.21,Eco Concrete Additives,Very High,Asian Paints Eco Division,Surat,3.1,Low,Needs Advanced Treatment,34.9,2024-05-09
RWAI-100070,"Basak, Korpal and Sami",Kanpur,Garment Processing,Plastic Laminate Waste,Textile,7743.89,High TDS,7.94,93.09,513.13,3115.79,333.54,4042.14,40.24,5.35,20.72,52.38,49.24,26.11,67.02,2492007.01,9.58,74.67,75.96,69.68,106.93,Industrial Pigments,Very High,Asian Paints Eco Division,Surat,25.6,Low,Low Recovery Potential,92.45,2024-01-09
RWAI-100071,Bose Ltd,Kanpur,Garment Processing,Synthetic Yarn Waste,Leather,1784.28,Heavy Metals,7.09,987.36,544.23,3328.35,158.17,781.42,69.07,40.19,40.02,92.3,102.63,28.53,10.9,2014598.46,7.54,72.75,39.9,40.87,329.28,Eco Furniture Boards,Emerging,UltraTech EcoBuild,Indore,9.3,Low,Moderately Recoverable,30.19,2024-07-12
RWAI-100072,Lad Group,Ahmedabad,Synthetic Fiber Plant,Denim Processing Sludge,Leather,4275.6,Lead,6.82,762.15,526.22,1778.5,321.95,4607.03,80.1,60.09,27.71,34.01,32.53,89.23,43.34,1191910.77,9.16,56.26,14.54,30.84,202.99,Recycled Plastic Lumber,Very High,Adani Circular Infra,Mumbai,5.2,Medium,Moderately Recoverable,31.09,2024-01-23
RWAI-100073,Bhakta-Dave,Tiruppur,Chemical Processing,Cotton Fiber Waste,Textile,7628.11,High TDS,6.77,648.67,387.09,4332.53,96.6,210.79,141.69,37.36,27.9,59.21,65.21,77.64,31.92,650036.01,6.99,80.83,78.83,46.16,77.98,Sustainable Ceiling Panels,High,Adani Circular Infra,Mumbai,7.2,High,Low Recovery Potential,85.73,2024-08-31
RWAI-100074,Varkey-Ahluwalia,Panipat,Textile Manufacturing,Leather Processing Waste,Textile,8026.53,Oil Residue,8.47,1009.38,151.02,1725.71,494.82,336.9,354.75,63.67,49.82,43.83,38.01,26.01,35.58,1298763.25,5.7,71.41,10.71,23.88,358.52,Textile Composite Panels,Very High,Adani Circular Infra,Ahmedabad,29.8,Medium,Highly Recoverable,38.02,2023-07-07
RWAI-100075,"Iyengar, Deol and Lata",Jaipur,Garment Processing,Plastic Laminate Waste,Mixed,8256.56,Oil Residue,5.37,567.92,30.85,3039.39,187.44,134.75,480.85,24.97,40.75,35.94,27.43,69.26,8.68,2213719.57,3.0,52.6,11.3,23.42,61.62,Eco Concrete Additives,High,Birla Eco Materials,Panipat,23.6,Low,Low Recovery Potential,97.55,2023-07-03
RWAI-100076,Mann-Goel,Jaipur,Chemical Processing,Fabric Scraps,Leather,1969.45,Color Pigments,8.01,1028.66,260.32,1486.01,465.58,800.92,70.31,51.45,26.75,27.99,26.38,47.31,16.04,622462.9,3.24,50.72,73.41,79.51,75.38,Eco Furniture Boards,Emerging,JSW Green Materials,Noida,11.2,Low,Low Recovery Potential,58.35,2023-10-08
RWAI-100077,"Ganesh, Bir and Das",Ahmedabad,Leather Processing,Mixed Textile Waste,Polymer,7976.11,Heavy Metals,6.73,682.71,535.72,2313.15,438.09,4330.86,360.8,28.63,23.79,36.78,29.24,20.66,36.53,933655.48,1.26,67.82,15.46,85.31,472.91,Recycled Plastic Lumber,Medium,Mahindra Sustainable Solutions,Coimbatore,5.2,High,Moderately Recoverable,44.65,2025-06-06
RWAI-100078,"Hayer, Chad and Karnik",Jaipur,Garment Processing,Cotton Fiber Waste,Chemical,8525.29,Chromium,7.04,787.66,478.07,3771.87,176.97,347.74,42.58,27.82,55.23,75.8,80.48,32.91,67.75,185389.9,8.37,48.13,54.96,96.47,2.05,Acoustic Insulation Panels,Very High,Birla Eco Materials,Ahmedabad,20.6,Medium,Highly Recoverable,48.2,2023-11-05
RWAI-100079,Divan-Raja,Surat,Chemical Processing,Denim Processing Sludge,Organic,415.19,Low Contamination,8.39,294.22,389.46,1826.09,277.93,2453.78,133.63,20.11,34.8,78.56,82.21,59.66,41.71,777647.25,7.33,45.31,30.07,25.12,181.67,Low-Cost Modular Panels,Medium,Adani Circular Infra,Indore,33.5,Medium,Needs Advanced Treatment,51.91,2025-10-10
RWAI-100080,Konda-Thakur,Panipat,Textile Manufacturing,Mixed Textile Waste,Chemical,5082.62,High TDS,6.78,1064.03,521.63,6818.52,395.44,2152.43,110.06,44.62,36.63,94.09,88.14,75.27,59.25,556755.72,2.52,73.86,87.94,82.43,151.43,Acoustic Insulation Panels,High,Asian Paints Eco Division,Ludhiana,4.4,Low,Low Recovery Potential,84.8,2025-08-19
RWAI-100081,Upadhyay-Chad,Bhiwandi,Industrial Dyeing,Polyester Sludge,Organic,2167.98,Low Contamination,7.12,791.73,45.56,796.06,188.62,4556.44,120.43,56.95,32.73,38.61,39.29,38.32,58.22,478354.43,9.78,78.21,28.13,96.79,290.61,Biodegradable Packaging,Emerging,JSW Green Materials,Coimbatore,8.7,High,Low Recovery Potential,83.89,2025-03-03
RWAI-100082,Konda-Dhar,Indore,Industrial Dyeing,Industrial Wastewater,Textile,9929.83,Low Contamination,7.89,552.5,320.41,5343.01,150.78,4655.25,220.08,26.35,41.6,76.83,75.08,95.84,59.57,570105.48,6.62,76.68,42.67,61.24,63.67,Eco Furniture Boards,Very High,Birla Eco Materials,Noida,26.4,High,Low Recovery Potential,58.11,2024-01-04
RWAI-100083,"Bhardwaj, Vohra and Lall",Jaipur,Garment Processing,Polyester Sludge,Polymer,8823.25,Low Contamination,5.41,260.37,388.94,6685.65,14.29,3118.6,428.74,48.87,24.81,96.15,85.14,36.48,65.7,1261132.02,4.4,76.2,88.79,32.5,297.94,Circular Fashion Fibers,Emerging,RenewBuild India,Noida,7.3,Low,Moderately Recoverable,96.82,2024-09-26
RWAI-100084,Ram-Kala,Coimbatore,Industrial Dyeing,Printing Dye Residue,Textile,635.18,Oil Residue,7.82,1077.27,197.34,3709.5,354.01,1912.4,469.02,5.57,46.89,55.15,63.09,64.9,34.78,1308333.75,1.8,85.38,83.21,49.22,441.59,Eco Furniture Boards,Very High,Birla Eco Materials,Noida,25.8,Medium,Moderately Recoverable,77.87,2023-11-30
RWAI-100085,"Dutta, Suri and Kata",Ludhiana,Synthetic Fiber Plant,Polyester Sludge,Leather,1169.8,Lead,6.81,207.18,372.68,1084.28,406.67,2682.16,243.08,15.6,53.18,78.13,60.57,69.19,39.88,231914.41,4.3,69.97,18.86,78.5,448.98,Green Roofing Sheets,Very High,Birla Eco Materials,Ahmedabad,13.8,Low,Highly Recoverable,31.62,2024-02-04
RWAI-100086,Sodhi Inc,Panipat,Garment Processing,Industrial Wastewater,Mixed,2320.12,Low Contamination,4.78,589.41,472.52,6468.91,271.59,1820.21,358.57,28.2,51.7,89.37,77.79,54.55,73.11,2409750.41,3.05,87.16,71.63,20.23,50.2,Low-Cost Modular Panels,Very High,Birla Eco Materials,Panipat,21.6,Low,Highly Recoverable,61.26,2026-02-21
RWAI-100087,"Gole, Dada and Sachar",Mumbai,Chemical Processing,Chemical Effluent,Polymer,2697.32,Sulfide,8.83,934.85,453.39,2715.83,139.16,3137.18,73.5,25.98,58.56,65.43,56.7,48.71,45.18,248478.9,1.31,95.0,45.73,22.51,104.49,Eco Packaging Sheets,Very High,UltraTech EcoBuild,Panipat,9.3,High,Needs Advanced Treatment,43.74,2025-06-11
RWAI-100088,"Deo, Sahota and Sagar",Kanpur,Textile Manufacturing,Synthetic Yarn Waste,Leather,9159.01,Chromium,9.13,135.64,154.24,6363.61,14.72,1613.68,346.62,52.68,23.87,76.51,68.56,70.49,25.59,357138.68,2.91,93.55,86.53,92.46,5.65,Acoustic Insulation Panels,Medium,Reliance Circular Ventures,Ludhiana,18.5,Low,Low Recovery Potential,52.52,2024-03-15
RWAI-100089,Kapoor-Deo,Kanpur,Garment Processing,Printing Dye Residue,Organic,979.45,Sulfide,6.58,208.63,553.15,2871.27,446.09,3470.84,87.35,16.77,47.52,39.38,44.52,38.79,31.39,742388.31,5.26,41.93,70.95,52.0,490.71,Sustainable Wall Tiles,High,Greenply Industries,Kanpur,8.0,Low,Moderately Recoverable,35.25,2024-12-14
RWAI-100090,"Uppal, Raja and Chand",Indore,Leather Processing,Leather Processing Waste,Polymer,5714.88,High TDS,7.22,120.81,335.43,3770.46,235.7,2819.17,405.41,19.99,36.48,35.99,31.26,31.55,24.41,1658154.65,5.05,94.08,79.58,65.76,201.23,Circular Fashion Fibers,High,EcoPack India,Kanpur,15.9,High,Highly Recoverable,79.39,2026-03-10
RWAI-100091,Ramanathan PLC,Mumbai,Fabric Export Unit,Denim Processing Sludge,Textile,4883.34,Sulfide,6.95,156.79,110.95,1244.66,93.97,2922.5,458.26,65.76,33.12,29.2,31.58,50.23,17.82,1445280.28,7.76,48.9,69.85,56.79,369.76,Eco Furniture Boards,Very High,UltraTech EcoBuild,Jaipur,12.0,High,Low Recovery Potential,30.59,2023-11-22
RWAI-100092,Biswas Group,Kanpur,Fabric Export Unit,Polyester Sludge,Polymer,4713.95,Low Contamination,7.83,125.99,397.68,2207.33,39.91,2907.64,474.8,1.35,37.24,91.75,98.15,28.91,35.46,2407165.41,6.64,78.49,27.86,77.99,225.92,Eco Packaging Sheets,Medium,JSW Green Materials,Surat,22.7,High,Needs Advanced Treatment,59.16,2025-04-17
RWAI-100093,"Malhotra, Lata and Chacko",Tiruppur,Chemical Processing,Cotton Fiber Waste,Chemical,5081.45,Oil Residue,8.47,211.33,27.3,5912.79,255.89,5770.68,401.91,52.97,53.55,28.92,30.42,70.73,60.43,2321380.51,8.57,76.73,14.83,38.1,144.88,Recycled Plastic Lumber,Very High,Tata Sustainable Materials,Tiruppur,8.2,High,Low Recovery Potential,30.83,2026-02-06
RWAI-100094,"Mahajan, Kannan and Sidhu",Ludhiana,Industrial Dyeing,Printing Dye Residue,Leather,8252.83,Microplastics,6.41,506.27,561.33,7144.32,181.81,5157.14,422.5,28.82,37.28,47.12,52.94,38.6,73.71,2308811.14,9.47,71.52,86.36,70.21,250.49,Eco Bricks,Very High,Mahindra Sustainable Solutions,Kanpur,16.4,Medium,Needs Advanced Treatment,91.67,2023-09-10
RWAI-100095,Krishnamurthy LLC,Surat,Garment Processing,Fabric Scraps,Chemical,8291.16,Oil Residue,6.57,524.9,479.09,3129.28,180.47,5220.53,400.98,4.41,27.03,44.79,50.68,63.45,39.31,627484.29,9.28,41.6,52.59,73.14,414.93,Recycled Fiber Boards,Emerging,Birla Eco Materials,Surat,13.8,High,Needs Advanced Treatment,72.68,2026-04-24
RWAI-100096,Chaudry-Anand,Mumbai,Fabric Export Unit,Synthetic Yarn Waste,Leather,7463.78,Lead,4.74,643.23,334.33,6307.43,274.34,541.65,483.09,38.59,41.85,88.24,98.59,36.64,47.18,444759.86,4.78,82.3,23.4,91.81,156.32,Recycled Fiber Boards,Medium,RenewBuild India,Tiruppur,13.3,Low,Moderately Recoverable,67.28,2025-01-07
RWAI-100097,Ranganathan PLC,Ludhiana,Fabric Export Unit,Synthetic Yarn Waste,Leather,2263.01,High TDS,9.13,1134.22,212.12,3992.16,430.27,728.69,315.83,27.79,22.38,29.73,31.3,77.17,32.25,563606.26,7.43,95.01,26.44,49.79,300.59,Low-Cost Modular Panels,Medium,Greenply Industries,Bhiwandi,10.8,Low,Needs Advanced Treatment,90.09,2025-01-19
RWAI-100098,Andra-Bumb,Ahmedabad,Textile Manufacturing,Industrial Wastewater,Leather,3356.63,Sulfide,6.88,1082.12,364.44,7857.29,163.95,2493.15,453.72,3.47,39.4,27.86,24.35,71.8,64.16,2065976.65,4.31,73.35,34.13,29.9,286.04,Textile Composite Panels,Very High,Adani Circular Infra,Kanpur,13.0,High,Highly Recoverable,73.34,2025-05-17
RWAI-100099,"Dass, Balasubramanian and Chana",Bhiwandi,Textile Manufacturing,Cotton Fiber Waste,Organic,6327.75,Oil Residue,8.6,491.88,482.43,6276.35,74.57,3774.93,369.66,66.86,54.4,41.92,43.78,86.65,25.69,646148.49,8.77,49.62,87.88,96.67,6.71,Industrial Absorbent Pads,High,Reliance Circular Ventures,Bhiwandi,17.5,Medium,Low Recovery Potential,56.46,2024-06-01
RWAI-100100,"Goda, Buch and Doctor",Coimbatore,Fabric Export Unit,Cotton Fiber Waste,Textile,8061.75,Low Contamination,5.9,88.87,240.13,2644.84,242.68,3111.68,161.53,43.18,42.41,80.47,72.85,88.98,12.47,874290.97,1.95,91.46,37.85,51.19,198.34,Eco Packaging Sheets,High,Asian Paints Eco Division,Ludhiana,6.9,High,Needs Advanced Treatment,96.22,2026-03-21
RWAI-100101,Rajagopal Group,Ahmedabad,Fabric Export Unit,Cotton Fiber Waste,Textile,6576.36,Oil Residue,8.32,1133.87,96.27,6473.09,255.98,2617.06,340.56,14.63,24.88,62.73,56.89,78.52,72.2,429712.41,8.22,86.34,17.87,36.95,164.25,Biodegradable Packaging,Medium,Reliance Circular Ventures,Mumbai,9.4,High,Needs Advanced Treatment,62.84,2024-05-18
RWAI-100102,"Chaudhary, Taneja and Kalita",Ahmedabad,Industrial Dyeing,Denim Processing Sludge,Textile,2720.84,Chromium,5.8,906.11,199.07,6567.96,356.47,3002.68,431.65,12.65,39.88,27.77,24.32,93.95,12.39,2170919.91,2.8,45.22,42.37,96.69,152.26,Eco Bricks,High,JSW Green Materials,Surat,27.1,High,Needs Advanced Treatment,31.99,2025-04-28
RWAI-100103,"Kumer, Dhingra and Issac",Jaipur,Garment Processing,Plastic Laminate Waste,Organic,337.95,Low Contamination,5.12,468.08,100.37,3009.97,485.39,2692.14,358.1,24.99,47.66,81.22,93.13,72.13,65.7,62188.46,3.16,85.43,44.16,97.88,346.67,Thermal Insulation Mats,High,RenewBuild India,Surat,14.7,Medium,Needs Advanced Treatment,86.08,2024-01-20
RWAI-100104,"Sandal, Ramaswamy and Kibe",Panipat,Fabric Export Unit,Cotton Fiber Waste,Organic,4374.3,Microplastics,7.06,1115.87,123.98,5963.02,172.78,1599.69,70.84,64.25,30.29,46.97,45.85,26.92,32.95,2109214.16,2.14,54.9,11.62,37.63,95.92,Eco Bricks,Very High,Godrej Interio Eco,Jaipur,22.0,High,Moderately Recoverable,55.25,2024-04-03
RWAI-100105,Boase Inc,Tiruppur,Leather Processing,Cotton Fiber Waste,Leather,6998.45,Lead,8.2,1076.31,445.4,360.05,166.43,525.93,460.1,27.02,56.44,56.36,61.08,88.58,66.65,1868459.04,3.31,71.99,48.67,78.93,374.77,Sustainable Wall Tiles,Medium,Mahindra Sustainable Solutions,Indore,16.6,Medium,Moderately Recoverable,40.48,2023-08-20
RWAI-100106,"Bahri, Shetty and Soni",Jaipur,Synthetic Fiber Plant,Plastic Laminate Waste,Organic,6728.03,Microplastics,5.58,1124.39,500.4,2598.7,301.56,3274.73,168.66,13.94,56.47,85.39,82.55,28.62,28.16,1667311.74,4.83,96.62,69.17,20.27,347.54,Acoustic Insulation Panels,High,Mahindra Sustainable Solutions,Surat,5.3,High,Moderately Recoverable,84.22,2023-05-19
RWAI-100107,"Butala, Sahni and Sarin",Mumbai,Synthetic Fiber Plant,Plastic Laminate Waste,Textile,9844.37,Lead,4.69,550.4,436.3,3097.82,236.29,5978.84,60.83,14.21,52.97,67.33,68.02,74.2,50.04,1562692.59,2.55,75.34,76.74,43.96,148.73,Compressed Construction Blocks,Emerging,EcoPack India,Surat,14.3,Medium,Highly Recoverable,67.12,2024-01-15
RWAI-100108,Mangat-Tella,Surat,Fabric Export Unit,Denim Processing Sludge,Leather,7289.19,Sulfide,5.1,491.81,430.02,5527.06,270.98,985.61,148.48,54.56,25.44,57.6,44.45,72.11,41.72,559151.1,1.3,88.53,43.44,65.18,259.83,Eco Packaging Sheets,High,RenewBuild India,Kanpur,7.9,Medium,Moderately Recoverable,95.37,2024-11-18
RWAI-100109,Kara-Shroff,Mumbai,Chemical Processing,Chemical Effluent,Textile,9666.71,Chromium,7.31,406.44,35.03,786.91,86.75,3078.44,366.84,58.74,55.36,31.68,23.77,34.16,32.09,865196.83,2.91,62.35,77.63,58.75,30.24,Eco Furniture Boards,Very High,JSW Green Materials,Tiruppur,4.7,High,Highly Recoverable,64.82,2025-01-13
RWAI-100110,"Bhagat, Lall and Divan",Noida,Textile Manufacturing,Synthetic Yarn Waste,Mixed,8926.69,Sulfide,7.21,226.02,581.1,1316.87,392.14,2359.33,93.62,17.85,54.7,70.96,74.44,55.93,74.06,162699.66,5.85,96.8,86.06,68.66,282.92,Compressed Construction Blocks,High,JSW Green Materials,Indore,6.1,Low,Moderately Recoverable,39.8,2024-10-19
RWAI-100111,Sagar-Saraf,Surat,Synthetic Fiber Plant,Textile Dye Waste,Chemical,9121.92,Sulfide,8.67,283.9,148.79,4261.52,32.02,1007.81,268.24,68.45,27.48,63.35,55.15,22.13,44.37,2049058.47,5.95,94.36,73.85,64.03,25.72,Recycled Plastic Lumber,Emerging,Tata Sustainable Materials,Coimbatore,30.2,High,Low Recovery Potential,77.92,2024-03-06
RWAI-100112,Atwal-Varghese,Coimbatore,Industrial Dyeing,Polyester Sludge,Chemical,5448.11,Microplastics,6.93,789.4,573.58,2273.29,234.12,4844.07,191.2,65.87,43.48,67.05,63.69,78.18,15.16,293039.35,2.49,50.85,88.11,26.95,467.0,Eco Concrete Additives,Medium,JSW Green Materials,Kanpur,27.5,Medium,Highly Recoverable,97.96,2024-05-02
RWAI-100113,Cherian and Sons,Noida,Textile Manufacturing,Fabric Scraps,Polymer,5268.97,Color Pigments,6.08,428.94,146.56,1475.31,388.08,2473.11,174.46,51.26,50.33,34.0,26.84,20.76,24.64,1642528.16,1.12,59.25,36.34,39.13,382.54,Eco Paver Blocks,Medium,Asian Paints Eco Division,Panipat,9.4,High,Low Recovery Potential,66.52,2025-05-04
RWAI-100114,Seth-Bakshi,Ludhiana,Leather Processing,Polyester Sludge,Polymer,3109.71,Low Contamination,5.47,552.44,169.29,5926.74,78.62,4765.39,383.77,15.55,46.7,92.97,92.85,41.93,9.59,871255.27,5.28,72.1,14.9,28.15,379.85,Low-Cost Modular Panels,Medium,Asian Paints Eco Division,Ahmedabad,22.6,Medium,Moderately Recoverable,68.84,2024-05-05
RWAI-100115,"Kannan, Shankar and Vaidya",Panipat,Garment Processing,Synthetic Yarn Waste,Textile,7784.23,Oil Residue,5.91,567.54,248.46,7579.31,350.41,2852.93,84.16,45.79,44.02,74.8,61.33,48.42,72.48,2401247.59,7.65,51.69,87.54,74.53,435.4,Recycled Plastic Lumber,Emerging,Reliance Circular Ventures,Kanpur,18.1,High,Low Recovery Potential,54.99,2023-08-30
RWAI-100116,Reddy-Choudhary,Panipat,Textile Manufacturing,Denim Processing Sludge,Mixed,6982.56,High TDS,6.97,841.46,68.44,7722.53,389.63,4671.48,67.41,38.83,50.29,62.98,61.9,87.52,47.23,359944.39,1.31,48.71,10.03,29.5,240.24,Acoustic Insulation Panels,Very High,UltraTech EcoBuild,Mumbai,24.9,Medium,Low Recovery Potential,34.73,2023-06-13
RWAI-100117,Lala PLC,Panipat,Textile Manufacturing,Fabric Scraps,Leather,1694.88,Color Pigments,6.18,954.58,489.86,2428.17,319.35,245.46,279.59,46.86,56.32,44.73,47.1,42.07,38.35,650695.46,3.83,50.74,33.48,71.66,441.45,Low-Cost Modular Panels,Very High,UltraTech EcoBuild,Coimbatore,7.9,Medium,Highly Recoverable,70.28,2025-05-31
RWAI-100118,Devan-Ghosh,Coimbatore,Leather Processing,Polyester Sludge,Organic,4705.73,Oil Residue,4.84,810.21,575.37,505.43,291.84,5977.2,133.36,53.57,27.06,83.25,73.43,71.12,17.8,2270240.64,9.45,78.91,22.22,92.37,333.81,Eco Packaging Sheets,High,Mahindra Sustainable Solutions,Ludhiana,7.1,High,Moderately Recoverable,79.11,2025-09-24
RWAI-100119,Krishna-Bora,Panipat,Synthetic Fiber Plant,Synthetic Yarn Waste,Organic,7461.78,Lead,6.31,97.41,484.44,3346.08,265.46,901.95,117.51,43.76,20.94,70.48,54.05,73.82,34.27,1674020.45,5.13,58.68,14.58,26.46,405.05,Textile Composite Panels,Emerging,Birla Eco Materials,Surat,7.4,Low,Low Recovery Potential,55.13,2025-02-09
RWAI-100120,Saha-Hayer,Indore,Industrial Dyeing,Mixed Textile Waste,Organic,2724.28,Oil Residue,7.06,558.09,511.33,2012.83,402.17,2178.59,172.79,47.83,58.52,58.87,57.84,79.87,53.17,1897670.0,1.52,72.29,68.33,45.13,207.49,Biodegradable Packaging,Emerging,RenewBuild India,Indore,24.2,High,Highly Recoverable,76.39,2024-09-07
RWAI-100121,Bumb-Kota,Panipat,Textile Manufacturing,Synthetic Yarn Waste,Mixed,1958.72,Heavy Metals,4.66,1146.56,161.32,1619.13,414.71,1872.66,248.08,48.93,23.06,40.65,38.72,35.08,9.67,2208019.47,1.35,71.93,42.54,42.65,254.71,Biodegradable Packaging,High,Asian Paints Eco Division,Indore,27.2,Low,Low Recovery Potential,54.7,2025-03-06
RWAI-100122,"Sood, Bera and Sehgal",Tiruppur,Garment Processing,Synthetic Yarn Waste,Polymer,8360.44,Low Contamination,7.57,973.31,289.21,5476.84,364.73,5181.02,94.78,41.37,58.75,63.95,67.69,41.06,30.36,518921.86,9.21,86.02,66.16,70.84,379.65,Eco Packaging Sheets,Emerging,UltraTech EcoBuild,Ahmedabad,27.5,Medium,Low Recovery Potential,71.12,2025-09-10
RWAI-100123,"Sahni, Sarin and Goda",Indore,Industrial Dyeing,Synthetic Yarn Waste,Mixed,6176.94,Chromium,6.45,964.99,49.21,5870.52,416.72,5392.03,471.04,27.49,54.11,90.96,101.51,67.28,55.69,2080246.97,3.87,87.46,25.29,81.73,480.76,Automotive Soundproof Panels,High,Tata Sustainable Materials,Ludhiana,6.9,Medium,Needs Advanced Treatment,96.28,2026-02-17
RWAI-100124,Chaudhari Group,Indore,Industrial Dyeing,Denim Processing Sludge,Mixed,791.82,High TDS,5.49,930.82,341.59,1629.59,96.4,1876.09,481.06,25.21,35.51,88.29,99.27,22.53,46.66,279192.02,7.68,79.1,78.14,24.96,409.48,Eco Bricks,Emerging,UltraTech EcoBuild,Jaipur,35.1,High,Needs Advanced Treatment,45.83,2024-07-03
RWAI-100125,Bhardwaj Group,Ahmedabad,Chemical Processing,Textile Dye Waste,Polymer,4239.98,Color Pigments,8.94,315.63,21.57,5003.07,257.05,2176.87,422.06,33.1,37.51,79.41,69.42,36.32,74.19,1060978.7,6.37,53.52,70.82,67.06,106.76,Thermal Insulation Mats,High,Tata Sustainable Materials,Surat,5.0,Low,Moderately Recoverable,94.53,2025-08-17
RWAI-100126,Lalla-Bora,Coimbatore,Synthetic Fiber Plant,Chemical Effluent,Textile,391.82,Microplastics,7.84,1051.18,490.85,1796.05,341.28,4665.4,176.76,10.13,45.32,49.69,50.34,65.71,33.2,988855.56,3.28,40.59,83.4,40.98,9.8,Acoustic Insulation Panels,High,Birla Eco Materials,Jaipur,12.9,Low,Needs Advanced Treatment,70.4,2024-04-01
RWAI-100127,Krishnamurthy Inc,Panipat,Leather Processing,Chemical Effluent,Organic,370.41,Low Contamination,4.55,506.71,527.15,7231.79,229.69,575.04,6.4,6.97,59.27,35.4,35.91,51.21,61.58,1289682.5,6.92,93.46,47.26,41.78,474.45,Eco Concrete Additives,Very High,Greenply Industries,Ahmedabad,21.1,Low,Moderately Recoverable,47.38,2024-06-11
RWAI-100128,"Sengupta, Ray and Apte",Ahmedabad,Textile Manufacturing,Mixed Textile Waste,Textile,2904.09,Lead,7.42,730.02,573.92,3701.69,206.15,2359.08,103.56,6.2,43.97,57.2,54.4,22.64,62.0,1679495.46,9.89,77.26,84.59,52.53,472.71,Compressed Construction Blocks,Very High,RenewBuild India,Panipat,15.7,Low,Low Recovery Potential,82.58,2026-01-23
RWAI-100129,Bir-Raja,Tiruppur,Leather Processing,Polyester Sludge,Chemical,6609.0,Sulfide,6.37,478.44,249.13,7448.13,363.54,4220.83,488.28,35.65,32.96,63.82,58.55,62.63,52.33,70960.93,1.85,62.51,66.14,73.68,2.06,Sustainable Wall Tiles,Very High,UltraTech EcoBuild,Ludhiana,8.2,High,Highly Recoverable,63.9,2024-10-08
RWAI-100130,Hans Inc,Surat,Leather Processing,Industrial Wastewater,Textile,8463.06,Chromium,7.33,1180.0,474.25,1421.96,78.03,2882.35,481.38,59.26,43.62,51.86,39.44,27.03,48.2,2075889.78,4.88,66.2,15.79,72.81,254.22,Industrial Pigments,High,RenewBuild India,Tiruppur,10.7,Medium,Needs Advanced Treatment,49.82,2024-08-22
RWAI-100131,Butala-Chaudhari,Ahmedabad,Textile Manufacturing,Leather Processing Waste,Textile,9455.54,High TDS,9.08,121.41,217.81,6400.8,194.62,2716.22,225.0,41.67,23.46,94.41,84.56,51.67,25.88,1722800.8,6.76,50.96,76.76,48.92,361.36,Recycled Plastic Lumber,Medium,Adani Circular Infra,Mumbai,21.9,High,Highly Recoverable,33.26,2024-01-13
