batch_id,factory_name,city,waste_type,material_category,quantity_kg,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,estimated_market_value_inr,recommended_product,recommended_buyer,upload_date
RW-10101,"Dixon, Rose and Flores",Jaipur,Mixed Textile Waste,Polymer,643.63,Sulfide,7.58,83.5,31.11,3002.58,235.03,1285.55,24.67,38.98,24.1,61.23,44.44,44.13,11.07,386976.97,Industrial Pigments,SustainFab Industries,2024-05-22
RW-10102,Dennis-Johnson,Kanpur,Industrial Wastewater,Polymer,3077.58,Color Pigments,7.29,435.53,166.43,2934.29,63.24,2913.95,176.21,28.1,26.63,71.42,70.61,87.83,16.06,373148.82,Eco Bricks,EcoPack Solutions,2024-10-28
RW-10103,Conway-Wright,Ludhiana,Cotton Wastewater,Chemical,1497.7,Color Pigments,7.1,637.93,28.43,4421.58,156.54,108.17,116.12,47.51,34.07,56.06,54.02,59.68,21.27,55624.97,Industrial Pigments,CircularTex Pvt Ltd,2024-10-08
RW-10104,"Gonzalez, Adkins and Holland",Coimbatore,Fabric Scraps,Mixed,3450.54,Oil Residue,6.63,828.15,109.56,1997.57,15.39,852.19,133.88,42.07,32.82,47.36,37.17,22.91,10.78,396155.81,Industrial Pigments,EcoPack Solutions,2024-05-19
RW-10105,Buckley LLC,Jaipur,Textile Dye Waste,Polymer,3707.54,Lead,7.52,681.11,241.47,2167.5,229.89,2323.24,85.99,42.1,23.28,36.41,33.26,73.96,28.61,11115.95,Eco Packaging,GreenBuild Industries,2025-10-22
RW-10106,Jones Ltd,Jaipur,Industrial Wastewater,Chemical,995.31,Color Pigments,7.19,585.68,224.12,3650.56,99.32,3527.73,112.86,44.9,52.99,86.71,69.0,44.43,34.13,194587.01,Insulation Boards,SustainFab Industries,2026-04-17
RW-10107,"Parker, Powell and Johnson",Mumbai,Cotton Wastewater,Textile,3001.71,Microplastics,8.53,869.33,68.38,515.24,236.96,3727.02,48.88,34.23,43.61,29.05,23.7,77.86,47.56,282815.04,Acoustic Panels,GreenBuild Industries,2024-12-13
RW-10108,Williams-Benjamin,Mumbai,Sludge,Polymer,579.81,Microplastics,6.49,671.71,257.65,1859.97,64.87,1415.93,171.15,14.82,49.74,28.55,29.93,62.41,37.43,178867.6,Industrial Pigments,EcoPack Solutions,2024-05-10
RW-10109,"Lowe, Mason and Diaz",Tiruppur,Sludge,Mixed,1234.34,Microplastics,8.26,574.68,207.23,3040.75,275.71,2822.56,143.58,7.93,49.84,66.22,66.25,92.88,41.55,78322.13,Eco Packaging,EcoPack Solutions,2024-09-14
RW-10110,Glover-Hodges,Kanpur,Chemical Effluent,Polymer,474.28,Microplastics,5.99,246.79,285.8,1617.99,64.89,2807.26,46.3,46.1,36.43,61.9,51.47,37.1,46.06,246577.66,Insulation Boards,CircularTex Pvt Ltd,2025-06-30
RW-10111,"Anderson, Hamilton and Murphy",Surat,Sludge,Mixed,4735.03,Chromium,6.57,811.39,368.99,2842.74,112.67,895.39,120.23,38.07,44.08,35.17,29.7,56.97,47.42,82975.32,Insulation Boards,UrbanEco Materials,2025-05-02
RW-10112,Small-Rodriguez,Surat,Industrial Wastewater,Mixed,967.03,Sulfide,7.73,119.61,157.03,2605.45,18.54,2279.43,120.34,13.07,28.38,27.43,24.52,44.63,26.94,247144.06,Industrial Pigments,RenewLoop Manufacturing,2025-05-12
RW-10113,Miller and Sons,Surat,Synthetic Fiber Residue,Chemical,341.23,Oil Residue,6.15,168.39,301.46,2397.75,15.24,303.69,195.73,8.37,49.75,84.99,81.96,61.04,47.41,139922.42,Acoustic Panels,RenewLoop Manufacturing,2024-09-25
RW-10114,Wells-Thomas,Tiruppur,Sludge,Textile,2476.49,Chromium,6.41,662.93,369.69,1884.63,26.62,854.34,176.34,49.51,25.41,91.06,78.96,78.97,41.52,464016.19,Insulation Boards,EcoPack Solutions,2024-11-11
RW-10115,Dominguez-Gonzalez,Jaipur,Polyester Fiber Scrap,Chemical,3768.3,Heavy Metals,6.65,878.14,181.2,2275.18,23.42,2818.46,81.15,48.17,27.53,52.57,43.26,20.99,27.02,138127.61,Insulation Boards,EcoPack Solutions,2024-06-22
RW-10116,Chung Inc,Ludhiana,Chemical Effluent,Mixed,1933.11,Low Contamination,7.89,663.76,309.5,4502.0,147.3,1765.01,108.21,18.67,44.2,49.99,39.04,56.76,17.7,230237.88,Recycled Fiber Sheets,UrbanEco Materials,2026-04-01
RW-10117,Holmes-Todd,Ahmedabad,Synthetic Fiber Residue,Textile,584.68,Sulfide,8.79,324.69,331.58,2679.98,182.54,3028.72,154.65,45.87,49.36,36.94,28.24,59.34,45.0,225575.61,Recycled Fiber Sheets,RenewLoop Manufacturing,2025-01-05
RW-10118,Hernandez-Jones,Mumbai,Sludge,Textile,4178.29,Lead,8.96,521.19,200.74,2476.03,163.17,3175.26,31.75,19.47,23.75,88.71,86.65,66.2,50.77,453645.76,Industrial Pigments,EcoPack Solutions,2026-02-15
RW-10119,"Douglas, Chambers and Martinez",Coimbatore,Polyester Fiber Scrap,Polymer,3635.57,High TDS,5.19,528.54,395.74,2290.12,279.08,760.47,23.12,33.41,46.54,48.97,43.37,24.44,9.42,343672.32,Acoustic Panels,GreenBuild Industries,2025-12-14
RW-10120,Hernandez-Brown,Ahmedabad,Chemical Effluent,Polymer,2434.38,Microplastics,5.52,176.49,114.78,4486.09,15.46,1908.61,188.91,41.03,26.76,21.7,22.6,65.23,8.82,23584.94,Eco Packaging,EcoPack Solutions,2025-04-24
RW-10121,"Sanchez, Ramirez and Olsen",Ahmedabad,Synthetic Fiber Residue,Organic,4859.14,Heavy Metals,8.02,749.55,140.54,4929.37,215.67,2563.79,20.31,12.4,38.61,48.17,47.17,82.87,42.28,67108.66,Eco Packaging,EcoPack Solutions,2025-05-20
RW-10122,Coleman-Thompson,Surat,Fabric Scraps,Organic,618.73,Color Pigments,8.1,485.12,176.43,2143.63,160.52,2641.76,66.48,50.07,46.82,90.77,96.65,63.81,53.61,137986.01,Eco Bricks,GreenBuild Industries,2025-09-05
RW-10123,Ward Ltd,Ahmedabad,Chemical Effluent,Polymer,929.46,Oil Residue,8.07,563.67,300.84,1361.44,201.3,2000.13,179.39,58.54,51.56,39.84,41.36,89.9,56.05,100804.18,Industrial Pigments,SustainFab Industries,2024-05-17
RW-10124,Arroyo and Sons,Tiruppur,Sludge,Mixed,3618.05,High TDS,6.43,743.4,31.85,1446.56,69.49,688.41,122.37,30.6,34.49,77.43,70.1,23.0,35.06,345857.89,Insulation Boards,EcoPack Solutions,2024-10-30
RW-10125,Ramirez Group,Ludhiana,Mixed Textile Waste,Mixed,2841.41,Sulfide,8.63,598.11,31.73,1764.07,57.17,1736.12,189.53,58.39,22.87,49.77,35.74,47.53,29.75,18672.79,Eco Packaging,GreenBuild Industries,2025-11-01
RW-10126,"Taylor, Velasquez and Robbins",Ahmedabad,Fabric Scraps,Polymer,2048.72,Chromium,6.51,359.84,243.53,2143.65,118.68,2143.87,193.85,58.05,44.48,38.33,34.18,66.2,21.13,116697.55,Eco Bricks,GreenBuild Industries,2025-08-24
RW-10127,Robinson Ltd,Tiruppur,Dye Residue,Mixed,4288.68,Microplastics,5.51,352.68,322.98,3187.75,210.13,2671.48,12.05,53.3,25.2,45.78,36.67,25.45,37.69,312728.78,Insulation Boards,EcoPack Solutions,2026-03-06
RW-10128,Stewart-Hunter,Coimbatore,Sludge,Organic,2913.27,Sulfide,5.98,62.39,114.5,2442.99,178.76,3377.68,159.05,23.36,48.48,39.03,36.95,33.31,34.01,438308.71,Acoustic Panels,UrbanEco Materials,2024-11-06
RW-10129,Carter-Pugh,Surat,Polyester Fiber Scrap,Chemical,1250.71,Heavy Metals,8.0,149.53,22.92,2567.35,268.7,2521.85,116.28,22.08,21.19,38.07,29.74,73.09,53.67,390085.24,Insulation Boards,SustainFab Industries,2026-05-02
RW-10130,"Yoder, Zhang and Griffin",Surat,Dye Residue,Mixed,3360.9,Oil Residue,5.04,232.23,325.81,3639.46,299.09,2852.46,49.35,23.57,21.48,24.38,17.95,76.99,57.94,81084.73,Eco Packaging,EcoPack Solutions,2025-01-24
RW-10131,Miller-Howard,Jaipur,Dye Residue,Textile,2558.13,Lead,8.29,341.95,240.94,3818.74,81.04,1984.08,56.51,27.4,21.25,41.69,40.54,57.09,22.77,335945.26,Recycled Fiber Sheets,RenewLoop Manufacturing,2026-02-25
RW-10132,Joseph Group,Jaipur,Chemical Effluent,Chemical,250.93,Low Contamination,5.57,105.69,288.07,2756.21,95.54,3019.65,185.57,44.61,26.76,50.31,42.95,72.74,39.69,379761.51,Acoustic Panels,SustainFab Industries,2024-11-03
RW-10133,"Anderson, Snow and Smith",Mumbai,Textile Dye Waste,Textile,202.58,Heavy Metals,8.12,151.45,356.14,3867.56,185.62,3172.9,135.1,13.95,28.75,94.29,90.01,85.2,23.17,459344.05,Eco Bricks,GreenBuild Industries,2026-01-24
RW-10134,Green and Sons,Coimbatore,Polyester Fiber Scrap,Chemical,4681.7,Chromium,7.23,348.91,118.14,3533.4,88.35,2134.74,135.88,53.27,23.6,66.01,52.24,68.21,18.74,274303.44,Insulation Boards,CircularTex Pvt Ltd,2025-09-20
RW-10135,"Acosta, Alexander and Best",Coimbatore,Synthetic Fiber Residue,Chemical,2035.65,Color Pigments,8.54,794.26,277.26,3104.24,36.83,3371.5,105.15,26.53,46.01,51.28,40.94,83.49,54.81,372092.3,Eco Bricks,GreenBuild Industries,2025-04-11
RW-10136,"Massey, Thomas and Sanchez",Tiruppur,Sludge,Organic,213.53,High TDS,6.87,74.8,16.61,2420.76,81.24,1980.4,47.76,34.48,20.64,43.21,41.5,77.67,30.65,314159.56,Industrial Pigments,CircularTex Pvt Ltd,2025-02-01
RW-10137,Blair Ltd,Jaipur,Textile Dye Waste,Polymer,2333.7,Lead,7.94,64.04,113.69,4980.12,15.31,536.64,159.55,57.21,54.14,40.8,31.23,42.21,47.13,398192.92,Eco Packaging,CircularTex Pvt Ltd,2025-09-22
RW-10138,"Cohen, Conrad and James",Ahmedabad,Cotton Wastewater,Textile,2713.0,Organic Contaminants,6.46,149.37,248.46,2277.52,101.96,440.38,107.59,50.34,22.98,68.66,64.43,84.11,49.94,114774.54,Industrial Pigments,EcoPack Solutions,2026-01-28
RW-10139,"Harris, Stewart and Alexander",Tiruppur,Synthetic Fiber Residue,Organic,4739.59,Organic Contaminants,4.57,460.15,325.29,950.44,286.33,1343.24,11.23,48.81,29.45,47.57,49.88,74.66,55.08,218480.4,Eco Packaging,UrbanEco Materials,2025-07-18
RW-10140,Booth Group,Tiruppur,Textile Dye Waste,Chemical,4220.68,Oil Residue,6.73,877.02,384.78,437.89,227.95,2396.69,63.2,19.11,40.37,69.35,68.75,52.08,6.83,306597.05,Insulation Boards,CircularTex Pvt Ltd,2026-03-29
RW-10141,"Peterson, Peterson and Hogan",Jaipur,Polyester Fiber Scrap,Mixed,1375.76,Chromium,8.0,509.88,215.87,229.16,109.1,3166.5,29.18,17.91,25.52,39.38,35.03,31.68,59.71,480680.88,Eco Bricks,GreenBuild Industries,2025-11-06
RW-10142,"Bailey, Turner and Lewis",Kanpur,Polyester Fiber Scrap,Mixed,4483.81,Lead,6.53,232.35,364.87,899.18,198.21,2747.99,140.46,52.55,43.3,75.59,69.97,71.17,51.59,228666.0,Eco Bricks,UrbanEco Materials,2025-04-29
RW-10143,Bishop Group,Kanpur,Dye Residue,Chemical,811.08,High TDS,8.78,575.83,219.52,770.43,101.26,3477.6,172.95,20.66,36.78,32.07,35.26,30.46,20.28,481862.27,Recycled Fiber Sheets,EcoPack Solutions,2024-12-22
RW-10144,Evans-Lopez,Surat,Sludge,Chemical,341.6,Color Pigments,4.91,83.97,72.92,2591.6,220.69,556.71,72.74,52.37,51.5,73.09,69.52,80.02,34.14,109441.78,Industrial Pigments,CircularTex Pvt Ltd,2024-08-13
RW-10145,Stein-Murphy,Jaipur,Synthetic Fiber Residue,Mixed,3016.85,High TDS,8.57,734.03,54.86,2110.26,176.98,3653.48,54.86,17.45,44.46,66.89,55.74,63.45,41.86,480604.2,Industrial Pigments,CircularTex Pvt Ltd,2024-12-27
RW-10146,Evans Group,Coimbatore,Mixed Textile Waste,Textile,4014.33,Low Contamination,6.04,550.72,48.33,2379.48,44.21,1446.16,33.39,57.67,38.21,73.34,74.39,39.32,58.59,239891.92,Eco Packaging,UrbanEco Materials,2026-03-11
RW-10147,Rodriguez and Sons,Ahmedabad,Chemical Effluent,Chemical,2758.88,Sulfide,7.22,136.07,89.0,3748.93,262.73,1049.92,173.72,2.62,30.7,59.94,56.31,61.41,56.08,204059.09,Acoustic Panels,CircularTex Pvt Ltd,2025-03-22
RW-10148,"Meyer, Davis and Dixon",Surat,Industrial Wastewater,Chemical,4292.36,Low Contamination,6.97,159.77,33.64,4289.92,124.33,3187.05,22.04,54.81,54.93,38.1,33.75,36.82,55.97,330432.91,Industrial Pigments,CircularTex Pvt Ltd,2024-09-27
RW-10149,Arroyo PLC,Jaipur,Textile Dye Waste,Mixed,1983.76,Heavy Metals,8.47,884.84,156.58,2678.86,70.04,2729.89,38.6,49.03,53.2,21.97,16.98,36.84,18.78,499105.8,Eco Packaging,SustainFab Industries,2025-08-17
RW-10150,Meyer and Sons,Ahmedabad,Sludge,Mixed,4791.48,Heavy Metals,4.7,454.23,44.96,926.05,57.83,581.4,199.19,20.33,32.22,58.18,61.76,53.83,18.3,258012.34,Recycled Fiber Sheets,GreenBuild Industries,2025-03-08
RW-10151,Vincent and Sons,Ahmedabad,Industrial Wastewater,Mixed,2999.92,Low Contamination,4.56,574.75,248.39,864.51,227.1,1961.11,185.47,49.31,22.9,94.39,90.19,50.77,8.82,90092.97,Recycled Fiber Sheets,RenewLoop Manufacturing,2024-11-10
RW-10152,Pena-Mitchell,Tiruppur,Chemical Effluent,Chemical,3398.31,Organic Contaminants,4.73,179.59,61.63,2942.5,25.17,3625.81,91.96,39.89,25.33,97.58,96.33,20.22,34.53,185765.35,Acoustic Panels,GreenBuild Industries,2026-01-15
RW-10153,Bryant Group,Ludhiana,Chemical Effluent,Textile,2346.05,Color Pigments,7.98,755.6,349.1,1205.87,290.0,3069.98,199.84,39.49,34.08,44.15,48.48,33.31,53.96,23966.94,Recycled Fiber Sheets,GreenBuild Industries,2026-02-03
RW-10154,Freeman Ltd,Coimbatore,Cotton Wastewater,Chemical,1204.33,High TDS,8.84,548.4,70.98,4289.86,98.86,2130.26,180.25,16.04,46.81,60.32,55.18,82.27,50.53,473747.62,Recycled Fiber Sheets,RenewLoop Manufacturing,2024-07-10
RW-10155,"Gross, Thompson and Wilson",Ludhiana,Polyester Fiber Scrap,Chemical,2093.32,Heavy Metals,7.83,880.81,52.28,3106.27,59.48,758.0,163.47,55.52,28.15,82.97,87.97,21.63,53.68,250643.34,Industrial Pigments,CircularTex Pvt Ltd,2025-08-16
RW-10156,"Duffy, Hernandez and Brewer",Surat,Industrial Wastewater,Chemical,4134.61,Sulfide,8.58,809.49,106.21,4900.61,67.11,183.87,193.19,21.98,31.48,88.93,96.76,22.15,6.8,486152.63,Insulation Boards,RenewLoop Manufacturing,2025-12-05
RW-10157,Lee Inc,Tiruppur,Sludge,Textile,3998.35,Lead,5.17,805.14,308.25,4464.31,104.49,3502.34,38.77,40.72,31.26,29.43,25.04,79.45,58.04,316477.91,Insulation Boards,GreenBuild Industries,2024-06-16
RW-10158,Wilson-Washington,Ahmedabad,Chemical Effluent,Organic,2069.42,Lead,5.88,286.0,49.67,3211.43,299.98,721.14,35.97,32.45,52.85,22.71,23.02,53.11,44.95,104959.88,Industrial Pigments,EcoPack Solutions,2024-05-22
RW-10159,Diaz-Espinoza,Jaipur,Sludge,Chemical,1845.38,Microplastics,8.69,725.7,242.78,3467.21,16.7,344.63,51.37,51.67,42.86,20.35,21.8,50.54,11.67,224378.08,Acoustic Panels,RenewLoop Manufacturing,2026-02-03
RW-10160,King PLC,Coimbatore,Cotton Wastewater,Organic,1669.35,Organic Contaminants,5.51,502.82,260.09,2091.36,123.42,1260.75,122.0,38.1,48.14,57.27,61.66,70.7,53.31,481839.88,Industrial Pigments,RenewLoop Manufacturing,2025-07-17
RW-10161,Lee and Sons,Kanpur,Polyester Fiber Scrap,Mixed,4409.1,Sulfide,5.58,431.81,370.48,4884.24,290.31,1103.61,170.9,16.7,51.01,89.69,67.8,82.59,13.37,415124.41,Insulation Boards,EcoPack Solutions,2026-01-13
RW-10162,Cross PLC,Tiruppur,Fabric Scraps,Chemical,3339.11,Microplastics,6.6,129.09,257.37,2985.56,169.42,2385.49,107.18,26.3,33.39,74.1,77.28,87.8,55.51,166760.33,Insulation Boards,EcoPack Solutions,2024-09-05
RW-10163,Wilson and Sons,Ludhiana,Chemical Effluent,Organic,4423.26,High TDS,4.69,256.77,262.49,426.68,214.48,1613.84,175.59,17.1,31.31,71.87,63.97,46.82,18.73,192139.44,Industrial Pigments,SustainFab Industries,2026-02-23
RW-10164,Myers Inc,Mumbai,Cotton Wastewater,Mixed,3433.11,Chromium,4.85,236.97,186.24,4695.73,90.72,693.25,13.62,17.17,44.06,31.65,26.42,90.63,47.11,52867.05,Acoustic Panels,CircularTex Pvt Ltd,2025-10-08
RW-10165,Lester Ltd,Tiruppur,Sludge,Mixed,3030.73,High TDS,8.92,246.95,34.89,1220.85,196.48,3370.84,51.91,4.49,32.07,95.99,92.54,24.83,34.79,392539.23,Recycled Fiber Sheets,GreenBuild Industries,2025-01-24
RW-10166,Beck-Gibson,Ludhiana,Cotton Wastewater,Mixed,1199.43,Low Contamination,8.97,265.6,317.55,3222.45,138.31,3094.19,192.19,5.06,37.16,37.99,39.8,86.89,8.44,359818.59,Industrial Pigments,GreenBuild Industries,2025-04-13
RW-10167,Ramos Inc,Coimbatore,Sludge,Polymer,2846.33,High TDS,7.33,197.28,302.11,1209.57,260.13,1032.48,198.68,49.41,40.98,48.53,39.62,88.59,48.17,455191.43,Recycled Fiber Sheets,GreenBuild Industries,2025-10-14
RW-10168,"Williams, Webb and Snyder",Mumbai,Cotton Wastewater,Textile,3916.43,High TDS,6.74,642.66,69.18,4539.81,218.56,2643.77,184.73,5.36,21.5,80.33,69.64,32.57,25.68,394160.99,Industrial Pigments,EcoPack Solutions,2025-10-30
RW-10169,"Wilcox, Gonzalez and Williams",Kanpur,Sludge,Organic,3175.57,High TDS,6.11,180.94,299.63,3390.93,23.52,1876.98,133.31,40.88,20.9,32.36,30.49,45.2,59.99,440666.28,Eco Bricks,GreenBuild Industries,2024-06-22
RW-10170,Martinez-Melton,Ahmedabad,Cotton Wastewater,Chemical,485.63,Lead,4.7,442.64,215.45,2599.02,262.07,677.03,172.16,2.45,36.92,44.97,40.53,70.72,42.86,375206.63,Insulation Boards,UrbanEco Materials,2024-08-28
RW-10171,Brock LLC,Tiruppur,Fabric Scraps,Textile,2045.83,Color Pigments,5.77,725.62,120.24,4268.19,184.31,1641.67,23.3,18.58,49.7,48.07,34.72,92.76,39.7,81563.29,Insulation Boards,GreenBuild Industries,2024-08-26
RW-10172,"Lopez, Hicks and Wilson",Surat,Cotton Wastewater,Textile,2353.2,Oil Residue,8.03,504.23,147.62,566.9,86.65,1516.36,141.21,46.92,36.94,51.04,45.38,21.22,51.54,185170.82,Eco Bricks,EcoPack Solutions,2025-07-27
RW-10173,Schultz Inc,Coimbatore,Synthetic Fiber Residue,Textile,2942.99,Chromium,8.31,580.58,229.6,3743.43,100.92,1352.39,80.92,17.58,39.06,52.94,49.77,28.17,57.47,213894.3,Insulation Boards,SustainFab Industries,2024-10-03
RW-10174,"Yoder, Perry and Clark",Surat,Synthetic Fiber Residue,Organic,2739.28,Chromium,5.61,774.18,275.96,4685.78,28.37,2857.96,32.39,19.23,46.29,25.29,18.73,34.88,29.66,355804.51,Insulation Boards,SustainFab Industries,2024-12-18
RW-10175,"Snyder, Mclean and Grant",Coimbatore,Cotton Wastewater,Organic,791.04,Low Contamination,4.53,508.59,59.66,2345.89,139.77,3481.97,146.18,49.46,46.54,31.51,32.16,34.44,28.65,166166.01,Recycled Fiber Sheets,RenewLoop Manufacturing,2026-02-14
RW-10176,"Lopez, Hurst and Smith",Tiruppur,Fabric Scraps,Mixed,2077.73,Lead,5.39,495.04,130.49,1064.66,90.28,3037.7,31.68,3.29,51.65,84.84,59.49,67.55,40.12,306689.86,Industrial Pigments,RenewLoop Manufacturing,2024-06-29
RW-10177,Johnson-Ferrell,Kanpur,Industrial Wastewater,Polymer,2126.57,Microplastics,8.49,427.06,227.15,3129.25,15.52,3928.91,66.75,51.18,28.27,70.32,61.05,68.39,8.38,108464.2,Industrial Pigments,UrbanEco Materials,2025-10-14
RW-10178,Martinez-Jackson,Mumbai,Synthetic Fiber Residue,Polymer,2930.8,Microplastics,7.09,224.53,39.81,4356.91,296.5,3318.23,37.71,58.38,32.15,79.04,55.72,45.01,55.02,267895.24,Eco Packaging,GreenBuild Industries,2026-04-18
RW-10179,Norton-Harvey,Mumbai,Dye Residue,Mixed,3688.25,Microplastics,8.57,246.43,361.08,4320.2,68.65,3059.05,8.94,50.1,54.13,75.88,63.8,20.71,27.76,291822.51,Insulation Boards,GreenBuild Industries,2024-12-26
RW-10180,Ortiz and Sons,Tiruppur,Fabric Scraps,Mixed,3113.9,Color Pigments,5.75,630.27,380.03,745.76,158.9,2659.31,122.93,54.89,46.56,21.06,15.12,73.61,7.54,354005.11,Insulation Boards,EcoPack Solutions,2025-10-12
RW-10181,Robinson Group,Surat,Fabric Scraps,Textile,1847.68,Lead,6.26,565.41,269.02,2677.17,184.12,2881.52,161.86,33.65,48.7,64.15,60.44,55.02,27.75,417823.03,Eco Packaging,UrbanEco Materials,2026-01-07
RW-10182,Maddox-Rodriguez,Ludhiana,Sludge,Polymer,2668.81,Microplastics,8.16,605.26,134.8,3519.35,228.39,1060.81,137.06,48.48,52.14,78.8,66.83,92.92,30.12,336017.26,Eco Bricks,UrbanEco Materials,2026-02-02
RW-10183,Marshall and Sons,Ludhiana,Synthetic Fiber Residue,Polymer,138.33,Heavy Metals,8.23,827.06,333.01,3591.26,36.89,1511.85,47.41,11.35,43.36,88.41,73.44,68.69,33.78,108875.9,Eco Packaging,UrbanEco Materials,2026-04-22
RW-10184,"Cunningham, Simmons and Parker",Ludhiana,Cotton Wastewater,Organic,3016.24,Color Pigments,7.31,119.49,166.33,4181.18,203.18,2383.72,82.93,57.82,38.88,88.34,88.48,45.05,55.52,168577.55,Eco Packaging,EcoPack Solutions,2025-01-30
RW-10185,"Wright, Schmidt and Nelson",Tiruppur,Dye Residue,Polymer,3955.63,Color Pigments,7.12,522.91,116.55,1738.87,6.16,3598.61,181.5,52.46,52.92,86.6,68.33,22.01,22.73,318129.69,Eco Bricks,SustainFab Industries,2025-09-26
RW-10186,"Morgan, Carpenter and Hurst",Ludhiana,Cotton Wastewater,Textile,794.25,Color Pigments,5.53,354.19,16.95,743.21,174.58,1319.44,184.16,58.57,21.32,80.7,70.01,53.44,38.36,290195.34,Recycled Fiber Sheets,CircularTex Pvt Ltd,2026-04-07
RW-10187,Mack Inc,Ludhiana,Synthetic Fiber Residue,Mixed,3641.43,High TDS,5.66,555.86,133.98,1255.59,12.32,2928.33,38.42,32.7,22.58,75.22,53.96,31.79,19.99,48678.36,Recycled Fiber Sheets,EcoPack Solutions,2025-05-27
RW-10188,Green LLC,Kanpur,Dye Residue,Polymer,3620.74,Lead,8.82,800.31,375.12,1772.4,269.2,3909.9,177.42,24.01,41.29,49.03,35.53,20.87,8.06,199699.42,Eco Bricks,GreenBuild Industries,2025-04-11
RW-10189,Cortez Group,Surat,Polyester Fiber Scrap,Organic,3628.27,Lead,7.58,740.49,24.03,754.03,190.92,3799.6,146.63,30.3,52.52,21.76,15.61,86.81,22.47,141607.19,Recycled Fiber Sheets,SustainFab Industries,2025-06-30
RW-10190,"Hampton, Diaz and Morrison",Kanpur,Mixed Textile Waste,Chemical,2293.65,Sulfide,4.93,864.21,334.14,2239.51,268.65,1488.96,163.75,41.0,30.67,45.12,49.43,42.63,56.47,479032.44,Insulation Boards,UrbanEco Materials,2026-02-26
RW-10191,"Craig, Moore and Fields",Ludhiana,Chemical Effluent,Organic,3831.39,Color Pigments,5.92,687.94,251.19,1402.63,103.1,1371.82,95.78,58.04,51.49,61.69,66.25,40.87,38.13,393180.2,Industrial Pigments,RenewLoop Manufacturing,2024-06-14
RW-10192,Brown-Smith,Mumbai,Fabric Scraps,Textile,1543.3,Chromium,8.68,834.88,140.74,1977.03,214.14,3739.52,81.82,5.91,21.19,74.33,76.29,47.87,14.7,392244.05,Acoustic Panels,UrbanEco Materials,2025-03-21
RW-10193,Duran LLC,Jaipur,Industrial Wastewater,Mixed,2933.52,Lead,7.34,408.41,108.02,3585.76,119.31,2608.49,188.59,16.0,54.49,87.91,65.83,87.75,36.92,429160.71,Insulation Boards,CircularTex Pvt Ltd,2025-09-06
RW-10194,Norman-Smith,Ahmedabad,Polyester Fiber Scrap,Polymer,4351.1,Sulfide,6.08,373.53,58.71,4193.92,276.33,1187.07,57.4,20.69,48.02,38.01,31.05,45.55,51.09,136248.92,Acoustic Panels,RenewLoop Manufacturing,2025-04-12
RW-10195,Johnson-Oliver,Coimbatore,Industrial Wastewater,Chemical,1585.73,Chromium,6.42,347.09,350.21,1593.48,273.03,1983.53,91.6,57.26,43.1,21.05,15.14,63.01,19.51,48548.48,Eco Packaging,CircularTex Pvt Ltd,2024-05-20
RW-10196,Dougherty-Nichols,Tiruppur,Polyester Fiber Scrap,Chemical,2178.81,Heavy Metals,6.41,438.44,369.01,2963.7,115.3,686.01,33.41,50.88,38.59,50.4,55.33,89.94,15.66,108787.38,Eco Packaging,SustainFab Industries,2026-03-05
RW-10197,"Gonzalez, Williams and Young",Jaipur,Textile Dye Waste,Polymer,4766.88,Organic Contaminants,8.21,299.76,27.47,1780.15,38.37,1886.83,45.85,40.52,28.04,26.19,21.75,75.16,51.33,191634.08,Eco Packaging,SustainFab Industries,2024-06-07
RW-10198,Ramirez LLC,Jaipur,Cotton Wastewater,Mixed,3894.81,Microplastics,8.23,473.16,247.98,1580.21,52.98,496.11,105.5,14.78,27.99,93.43,68.07,22.81,8.81,325780.56,Industrial Pigments,RenewLoop Manufacturing,2025-06-26
RW-10199,Lozano LLC,Ahmedabad,Industrial Wastewater,Textile,4343.66,Lead,7.32,373.94,177.52,4875.7,118.71,1323.67,56.59,8.46,39.2,46.09,40.63,71.69,57.42,379687.52,Eco Bricks,SustainFab Industries,2024-12-24
RW-10200,"Smith, Moore and Atkins",Kanpur,Cotton Wastewater,Mixed,1500.78,Low Contamination,5.98,604.96,277.74,601.22,184.1,866.43,75.3,38.32,35.29,33.43,33.72,67.64,50.25,295882.51,Eco Packaging,EcoPack Solutions,2025-01-16
RW-10201,Johnson and Sons,Mumbai,Textile Dye Waste,Chemical,3678.72,High TDS,4.99,549.06,240.68,1350.91,189.09,1821.73,106.49,26.1,20.28,32.25,26.37,43.86,8.81,382399.11,Recycled Fiber Sheets,UrbanEco Materials,2025-11-26
