batch_id,factory_name,city,state,industry_type,waste_type,material_category,quantity_kg,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,contaminants,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,water_recovery_percent,energy_savings_percent,estimated_market_value_inr,recommended_product,predicted_market_demand,recommended_buyer,treatment_dependency,ai_segmentation_category,esg_impact_score,estimated_payback_months,upload_date
SEC-019-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,9113.3,8.63,815.93,348.54,2225.12,605.46,1087.14,307.34,32.54,24.12,Low Contamination,74.17,64.63,69.39,51.18,9.11,62.35,36.2,73.59,347.2,88.03,15.77,3154156.84,Compressed Construction Blocks,Emerging,Reliance Circular Ventures,Medium,Moderately Recoverable,48.22,29.6,2025-01-19
SEC-020-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,5483.91,6.89,1015.58,400.46,2718.55,163.37,3886.99,411.1,38.03,37.18,Oil Residue,67.51,72.28,28.99,48.67,9.16,97.82,24.54,57.32,309.57,71.15,7.8,862251.55,Acoustic Insulation Panels,High,UltraTech EcoBuild,Low,Moderately Recoverable,67.48,16.6,2025-01-20
SEC-020-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,12590.95,7.24,503.14,97.85,5426.99,505.58,5676.4,543.36,49.62,49.3,Low Contamination,90.87,74.1,49.82,55.57,2.55,68.35,71.69,58.89,210.58,87.14,58.43,2483835.1,Eco Bricks,Very High,UltraTech EcoBuild,Medium,Highly Recoverable,49.14,12.7,2025-01-20
SEC-020-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,10672.01,5.63,1156.57,295.2,574.86,444.16,707.19,185.46,16.01,49.41,Chromium,62.31,63.57,87.51,10.41,5.31,89.71,25.7,88.61,439.02,95.47,26.74,4461091.14,Eco Bricks,Medium,EcoPack India,Medium,Needs Advanced Treatment,90.91,29.0,2025-01-20
SEC-020-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,2197.01,6.91,830.28,571.68,721.5,510.34,7765.96,297.13,39.34,46.86,Low Contamination,65.87,60.55,29.75,64.49,9.71,69.11,66.54,56.23,118.72,61.06,47.18,1835650.13,Eco Packaging Sheets,Very High,GreenBuild Gujarat,High,Highly Recoverable,56.25,23.1,2025-01-20
SEC-020-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,14030.38,8.03,361.92,433.43,7061.49,269.38,1304.5,166.15,62.6,42.75,Heavy Metals,58.75,54.74,46.17,47.8,1.05,86.27,50.39,51.23,62.27,50.95,17.07,1071516.49,Compressed Construction Blocks,Emerging,Reliance Circular Ventures,Medium,Moderately Recoverable,51.85,16.9,2025-01-20
SEC-021-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,13216.13,6.41,648.28,207.57,5975.96,637.75,2234.04,203.79,65.94,55.01,Heavy Metals,77.2,73.6,53.5,64.66,9.08,93.32,22.33,81.95,440.35,16.88,59.52,3382094.27,Eco Packaging Sheets,Very High,Reliance Circular Ventures,High,Needs Advanced Treatment,85.06,18.7,2025-01-21
SEC-021-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,8805.98,6.83,1318.19,547.53,428.79,335.33,7544.88,128.5,24.84,57.66,Chromium,43.42,45.72,27.7,52.73,1.43,97.6,70.08,41.9,420.42,41.28,27.59,3340777.43,Eco Packaging Sheets,Very High,Reliance Circular Ventures,High,Low Recovery Potential,54.05,27.0,2025-01-21
SEC-021-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,1048.04,5.91,815.61,220.31,8200.76,571.59,3558.62,414.06,31.81,27.51,Heavy Metals,53.55,53.61,71.46,30.43,1.76,86.47,53.18,37.43,286.17,46.12,54.31,2994766.71,Eco Bricks,High,EcoPack India,High,Moderately Recoverable,41.15,19.4,2025-01-21
SEC-021-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,1258.51,6.55,647.13,606.09,2690.09,214.96,6810.03,514.4,23.87,30.72,Heavy Metals,67.67,65.96,32.26,44.73,3.16,97.11,41.74,90.04,121.43,48.98,21.89,2644625.62,Industrial Pigments,Emerging,EcoPack India,Medium,Needs Advanced Treatment,76.73,22.8,2025-01-21
SEC-021-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,8096.03,6.75,925.73,506.31,2335.52,373.22,5795.75,52.06,24.26,45.95,Heavy Metals,96.27,101.32,92.9,53.09,9.67,45.42,65.31,91.41,447.81,65.26,55.04,1903014.01,Thermal Insulation Boards,Very High,Reliance Circular Ventures,Medium,Needs Advanced Treatment,96.72,7.3,2025-01-21
SEC-022-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,13123.1,6.78,1266.36,308.87,4938.62,52.89,7180.87,537.61,36.78,31.52,Low Contamination,57.51,60.02,57.63,28.13,2.54,75.55,24.72,84.2,269.93,53.07,32.88,2758193.02,Compressed Construction Blocks,Medium,UltraTech EcoBuild,Medium,Moderately Recoverable,91.05,27.6,2025-01-22
SEC-022-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,766.53,6.24,703.5,678.46,8750.43,566.51,7123.98,168.56,62.75,25.16,Color Pigments,75.18,72.37,50.29,49.24,4.54,60.37,67.95,47.79,136.2,69.17,15.18,2469053.1,Eco Packaging Sheets,Medium,Reliance Circular Ventures,Medium,Needs Advanced Treatment,62.07,10.9,2025-01-22
SEC-023-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,2212.52,7.01,738.13,353.37,1885.12,145.69,3725.68,471.54,42.39,24.34,Chromium,48.19,50.29,94.15,52.38,7.86,55.33,29.41,94.63,418.14,32.05,52.1,680410.18,Eco Bricks,Medium,GreenBuild Gujarat,Medium,Moderately Recoverable,79.2,23.9,2025-01-23
SEC-023-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,13042.82,8.13,647.66,264.94,8107.13,74.1,7846.22,407.96,39.86,53.84,Oil Residue,79.77,71.7,86.29,55.72,6.35,83.03,37.0,87.08,37.13,44.21,37.29,1680428.33,Compressed Construction Blocks,Medium,UltraTech EcoBuild,Medium,Low Recovery Potential,50.73,7.8,2025-01-23
SEC-023-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,609.98,7.43,659.81,387.91,618.4,139.64,1590.19,207.02,56.09,48.69,Organic Contaminants,87.2,96.74,27.24,29.12,5.19,85.91,70.49,42.55,113.07,37.38,37.33,67933.18,Thermal Insulation Boards,Very High,GreenBuild Gujarat,High,Low Recovery Potential,73.63,16.4,2025-01-23
SEC-023-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,7044.27,6.43,1003.47,508.68,3923.02,501.49,7359.18,39.78,64.92,46.5,Chromium,53.38,58.5,74.07,15.13,4.32,69.32,15.03,89.87,12.97,66.04,42.53,3405414.39,Compressed Construction Blocks,Medium,Reliance Circular Ventures,Low,Needs Advanced Treatment,96.52,8.4,2025-01-23
SEC-024-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,674.16,6.52,286.04,40.54,1188.73,432.04,5666.62,23.76,24.6,29.83,Organic Contaminants,71.17,66.57,80.84,31.77,3.33,95.08,39.84,78.65,160.94,31.08,45.58,3994228.77,Industrial Pigments,Emerging,Reliance Circular Ventures,Medium,Highly Recoverable,88.87,5.7,2025-01-24
SEC-024-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,6719.08,8.49,1182.93,579.71,8211.73,102.98,3176.0,357.57,22.55,51.09,Low Contamination,40.75,39.59,75.23,35.23,8.34,62.12,47.18,35.06,364.1,61.15,15.59,414570.55,Industrial Pigments,Very High,UltraTech EcoBuild,High,Needs Advanced Treatment,62.35,25.1,2025-01-24
SEC-025-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,12619.08,8.65,807.77,183.86,3833.65,295.6,2043.71,157.91,44.36,57.09,Organic Contaminants,92.87,83.34,72.7,38.97,8.12,72.69,58.32,53.42,194.3,54.19,19.91,3527604.42,Compressed Construction Blocks,High,EcoPack India,Medium,Highly Recoverable,61.98,6.0,2025-01-25
SEC-025-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,14970.98,5.77,851.73,447.82,5723.09,341.49,1296.39,323.11,68.23,27.92,Color Pigments,72.0,68.27,65.44,18.04,7.1,70.01,53.46,86.61,222.66,86.68,49.41,2145208.03,Eco Bricks,High,Reliance Circular Ventures,Medium,Needs Advanced Treatment,97.23,20.0,2025-01-25
SEC-025-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,10031.72,6.32,1001.21,662.78,6299.79,569.23,6503.9,520.26,34.42,45.48,Oil Residue,69.07,65.8,94.1,38.97,4.33,84.72,30.32,40.17,215.01,72.69,24.78,3438572.56,Thermal Insulation Boards,High,GreenBuild Gujarat,Medium,Needs Advanced Treatment,78.28,22.4,2025-01-25
SEC-025-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,9936.72,6.95,996.29,48.68,4045.85,426.02,8201.84,348.59,9.72,56.01,Chromium,75.12,63.67,81.1,28.29,8.25,53.0,40.1,92.99,142.68,22.53,37.37,3349885.92,Eco Bricks,Very High,JSW Green Materials,High,Moderately Recoverable,44.07,16.1,2025-01-25
SEC-026-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,9386.56,6.25,1355.57,242.72,1726.56,374.47,5677.84,164.14,8.02,49.52,Color Pigments,82.58,72.18,37.1,59.04,3.23,64.67,55.23,78.82,208.69,16.8,53.06,2206630.83,Eco Bricks,Emerging,Reliance Circular Ventures,Low,Low Recovery Potential,74.82,21.1,2025-01-26
SEC-026-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,1491.5,6.13,476.08,290.44,3691.19,307.91,2649.89,174.13,46.32,52.94,Chromium,65.08,70.03,91.62,37.29,5.69,66.54,30.22,38.48,51.4,21.8,63.55,277568.43,Industrial Pigments,Medium,GreenBuild Gujarat,Medium,Moderately Recoverable,36.62,24.2,2025-01-26
SEC-026-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,3555.12,6.95,765.69,367.26,8047.84,178.17,6112.39,411.49,35.01,56.44,Oil Residue,54.09,54.4,52.34,53.03,9.28,97.73,59.69,65.69,94.16,19.49,7.49,307964.85,Acoustic Insulation Panels,Emerging,EcoPack India,Medium,Needs Advanced Treatment,91.65,6.8,2025-01-26
SEC-026-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,13185.65,7.4,467.79,194.66,8072.35,616.48,690.5,479.75,59.11,44.4,Low Contamination,85.03,88.28,69.68,52.35,7.31,48.34,28.88,64.78,211.75,64.36,61.41,2671540.95,Eco Bricks,High,Reliance Circular Ventures,Low,Highly Recoverable,62.54,23.5,2025-01-26
SEC-026-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,9602.46,5.29,419.51,233.66,422.49,190.03,3532.82,557.66,37.05,54.59,Low Contamination,49.28,49.86,43.66,10.52,1.65,82.96,12.76,74.75,417.48,31.73,64.62,1829585.33,Acoustic Insulation Panels,Medium,JSW Green Materials,Medium,Highly Recoverable,49.41,24.7,2025-01-26
SEC-027-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,14033.19,7.18,1164.75,92.3,6600.26,83.16,4327.36,406.13,3.43,24.69,Heavy Metals,90.18,75.0,85.11,41.22,8.73,64.0,22.65,76.8,12.37,40.75,12.69,1401004.43,Eco Packaging Sheets,High,UltraTech EcoBuild,Low,Moderately Recoverable,83.16,13.2,2025-01-27
SEC-027-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,12612.38,8.3,1200.83,204.02,2987.93,480.11,2375.47,110.22,57.76,25.85,Color Pigments,93.27,79.08,62.64,46.85,7.35,82.21,57.99,32.64,197.44,30.33,32.91,3200738.79,Industrial Pigments,Very High,GreenBuild Gujarat,High,Low Recovery Potential,56.25,8.4,2025-01-27
SEC-027-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,3989.06,8.11,688.11,94.77,4525.49,431.39,2865.39,455.61,68.05,45.48,Oil Residue,51.09,54.57,93.77,53.23,2.07,91.15,52.67,34.73,199.35,47.57,49.91,1557070.64,Compressed Construction Blocks,Very High,JSW Green Materials,Medium,Moderately Recoverable,75.32,19.2,2025-01-27
SEC-027-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,12281.61,6.43,821.02,222.68,7706.56,234.26,2443.39,47.13,26.89,33.05,Organic Contaminants,51.59,48.32,60.79,64.61,9.28,56.65,13.82,31.04,99.72,22.54,28.7,2613808.79,Eco Packaging Sheets,Medium,JSW Green Materials,Low,Highly Recoverable,46.67,28.6,2025-01-27
SEC-028-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,11067.54,7.98,483.68,518.58,4527.16,71.22,8231.21,590.09,39.23,28.46,Low Contamination,64.21,60.47,66.79,47.51,9.18,69.83,41.5,36.26,340.76,38.24,20.37,142555.18,Eco Bricks,Emerging,EcoPack India,Medium,Needs Advanced Treatment,43.65,16.2,2025-01-28
SEC-028-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,13832.6,7.75,983.34,328.0,7184.74,206.03,4789.8,239.07,23.14,49.37,Color Pigments,94.4,104.87,68.55,61.84,1.1,93.26,67.82,76.76,351.3,65.68,44.56,2042206.41,Eco Bricks,Medium,UltraTech EcoBuild,High,Low Recovery Potential,71.26,28.8,2025-01-28
SEC-028-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,5086.17,6.83,181.11,200.67,1691.67,171.44,2721.64,394.27,68.4,24.66,Low Contamination,63.82,55.02,79.49,18.9,6.43,60.79,23.58,40.56,82.64,71.64,55.41,388085.67,Acoustic Insulation Panels,Very High,GreenBuild Gujarat,High,Needs Advanced Treatment,53.2,25.3,2025-01-28
SEC-028-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,9831.6,8.62,1293.85,380.12,3380.39,572.05,5027.0,475.26,36.68,45.55,Heavy Metals,72.01,61.32,62.32,61.12,7.9,95.66,37.5,95.45,324.08,74.58,21.35,249489.14,Eco Bricks,High,GreenBuild Gujarat,Medium,Moderately Recoverable,59.14,25.7,2025-01-28
SEC-029-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,7608.08,6.3,607.7,623.19,3673.64,600.27,7479.65,411.03,16.06,33.84,Low Contamination,61.63,60.77,42.39,39.91,6.64,92.62,15.27,74.26,268.19,76.04,18.14,1191136.28,Industrial Pigments,Medium,GreenBuild Gujarat,Low,Moderately Recoverable,61.27,14.5,2025-01-29
SEC-029-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,14130.94,8.1,506.37,268.97,8489.81,626.54,7669.27,163.84,2.55,48.06,Organic Contaminants,73.44,66.5,92.68,24.76,4.01,74.61,44.78,78.98,116.58,35.92,60.82,416863.68,Compressed Construction Blocks,Medium,Reliance Circular Ventures,Medium,Low Recovery Potential,49.91,14.5,2025-01-29
SEC-029-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,2561.17,5.38,130.85,696.87,2649.29,96.01,7994.05,538.53,65.36,47.0,Oil Residue,50.97,52.28,72.49,14.33,9.26,68.55,75.62,34.52,61.75,66.89,15.77,3670708.51,Acoustic Insulation Panels,Emerging,Reliance Circular Ventures,Medium,Highly Recoverable,93.83,24.5,2025-01-29
SEC-029-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,11020.6,7.17,500.1,669.37,3811.16,237.62,7524.9,160.62,59.7,41.31,Organic Contaminants,79.81,78.82,77.4,14.47,6.99,80.95,55.72,66.58,122.19,57.73,35.7,3250133.59,Acoustic Insulation Panels,Very High,EcoPack India,High,Needs Advanced Treatment,47.44,22.6,2025-01-29
SEC-029-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,3180.84,7.82,336.53,698.74,1976.88,184.99,3101.17,512.94,51.21,42.93,Organic Contaminants,76.99,74.46,47.71,14.12,1.44,96.65,15.4,49.67,407.63,44.3,41.29,2879347.41,Acoustic Insulation Panels,Very High,GreenBuild Gujarat,Medium,Highly Recoverable,77.52,7.9,2025-01-29
SEC-030-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,8817.99,7.34,1337.41,565.41,1308.23,442.69,3996.14,144.34,6.42,46.59,Organic Contaminants,97.43,92.48,76.88,57.31,6.78,57.64,63.75,55.04,401.75,56.4,21.44,1865671.88,Thermal Insulation Boards,Very High,Reliance Circular Ventures,Low,Highly Recoverable,71.79,22.4,2025-01-30
SEC-030-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,11496.41,6.59,1281.46,369.82,2950.84,144.19,1872.27,131.43,39.24,31.36,Heavy Metals,49.42,43.65,48.48,43.57,2.31,49.86,36.07,78.21,449.58,87.3,62.26,3694512.12,Acoustic Insulation Panels,High,JSW Green Materials,Low,Needs Advanced Treatment,81.96,14.1,2025-01-30
SEC-031-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,2272.42,6.96,638.3,430.66,4326.78,528.34,7556.72,166.9,16.85,56.8,Chromium,57.22,46.64,77.07,28.54,6.81,52.99,39.21,83.38,428.04,81.6,5.94,3138445.51,Industrial Pigments,Medium,Reliance Circular Ventures,Low,Moderately Recoverable,86.27,29.6,2025-01-31
SEC-031-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,10597.78,6.21,879.42,559.26,1909.0,407.51,6801.94,91.41,38.6,31.71,Organic Contaminants,86.26,90.51,34.87,53.51,8.99,66.22,42.83,89.39,379.06,23.02,21.47,2327410.2,Industrial Pigments,Medium,Reliance Circular Ventures,Medium,Highly Recoverable,85.28,22.9,2025-01-31
SEC-031-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,3860.95,5.92,1059.08,670.56,1178.48,635.06,7885.68,52.83,68.23,52.04,Chromium,93.88,85.15,57.71,47.63,4.02,58.94,64.68,74.29,318.19,85.11,51.7,640216.14,Eco Packaging Sheets,Medium,GreenBuild Gujarat,Medium,Low Recovery Potential,70.2,9.0,2025-01-31
SEC-031-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,14961.4,7.97,259.46,154.02,2959.27,614.27,4778.3,498.53,18.71,54.81,Heavy Metals,40.91,39.43,81.73,13.71,2.87,76.56,56.19,51.04,102.45,93.14,17.92,997403.83,Eco Packaging Sheets,Very High,JSW Green Materials,Low,Low Recovery Potential,42.66,26.0,2025-01-31
SEC-031-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,1203.99,7.74,480.12,238.95,8547.81,166.46,6303.69,266.67,32.93,41.14,Chromium,85.31,86.38,71.33,44.28,5.3,58.24,54.07,82.33,165.89,70.61,34.13,3276943.63,Compressed Construction Blocks,Medium,EcoPack India,High,Moderately Recoverable,48.83,13.8,2025-01-31
SEC-032-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,12477.85,6.12,157.81,177.7,5427.06,481.1,2882.48,301.73,15.24,55.37,Organic Contaminants,47.21,49.25,57.37,35.18,1.81,69.4,63.08,77.53,14.59,75.1,24.84,2710072.66,Industrial Pigments,Very High,UltraTech EcoBuild,High,Needs Advanced Treatment,44.99,19.0,2025-02-01
SEC-032-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,8048.64,7.37,364.35,55.84,4633.74,317.08,1171.91,17.05,51.98,54.01,Heavy Metals,93.05,83.68,49.97,24.92,5.74,92.09,35.76,96.48,163.2,75.7,29.64,2527543.94,Industrial Pigments,Very High,JSW Green Materials,Medium,Needs Advanced Treatment,63.77,16.4,2025-02-01
SEC-032-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,7573.92,8.25,735.6,253.75,6021.31,43.87,3060.91,190.35,34.04,30.25,Color Pigments,94.88,82.74,85.77,62.46,2.62,59.09,56.04,73.39,38.81,72.95,62.85,4369778.01,Industrial Pigments,Emerging,JSW Green Materials,High,Low Recovery Potential,81.33,27.2,2025-02-01
SEC-032-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,11015.2,6.7,603.97,141.73,3377.61,512.65,4347.36,352.7,24.95,37.74,Chromium,65.76,54.2,92.61,31.82,4.57,76.52,37.83,49.37,279.02,46.34,51.54,3339642.17,Industrial Pigments,Medium,UltraTech EcoBuild,High,Highly Recoverable,49.63,15.4,2025-02-01
SEC-033-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,7993.93,6.7,362.15,534.77,8358.52,536.92,5297.08,66.86,3.43,40.91,Low Contamination,83.44,77.82,57.26,22.62,4.9,51.66,19.24,86.26,134.73,65.83,5.95,3441270.85,Acoustic Insulation Panels,Very High,JSW Green Materials,High,Needs Advanced Treatment,51.86,23.6,2025-02-02
SEC-033-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,6677.08,7.19,1355.61,390.03,1011.07,43.44,5311.29,242.43,12.33,46.93,Oil Residue,78.65,76.21,88.14,23.48,3.96,96.62,78.75,32.84,285.41,53.08,34.63,2483739.23,Compressed Construction Blocks,Medium,GreenBuild Gujarat,Low,Needs Advanced Treatment,87.78,13.3,2025-02-02
SEC-033-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,2146.34,5.77,189.83,588.89,5977.77,371.15,6223.88,12.03,31.93,36.07,Color Pigments,90.87,84.26,40.28,14.1,3.4,90.92,69.8,83.97,162.27,77.99,58.3,3329723.05,Eco Packaging Sheets,Very High,JSW Green Materials,High,Highly Recoverable,82.99,17.6,2025-02-02
SEC-033-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,2570.46,5.39,534.9,229.47,2833.88,418.9,5486.82,330.18,10.5,36.99,Low Contamination,86.57,84.28,26.22,31.22,7.16,63.81,79.79,61.33,234.75,18.59,55.51,4166475.31,Eco Bricks,Medium,GreenBuild Gujarat,High,Moderately Recoverable,95.79,18.2,2025-02-02
SEC-034-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,4895.17,8.53,1019.85,41.85,970.68,385.02,957.92,34.23,9.14,40.07,Organic Contaminants,57.48,62.26,36.38,20.3,3.54,73.2,45.52,85.45,288.59,25.98,10.55,2537863.89,Thermal Insulation Boards,Emerging,Reliance Circular Ventures,High,Low Recovery Potential,60.2,23.0,2025-02-03
SEC-034-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,5160.99,6.12,355.79,562.82,8631.32,445.98,6297.67,492.69,9.69,54.95,Low Contamination,74.96,63.21,37.04,18.01,6.15,86.63,55.63,70.06,28.85,66.61,54.2,1080752.67,Thermal Insulation Boards,Medium,GreenBuild Gujarat,Medium,Needs Advanced Treatment,49.61,13.0,2025-02-03
SEC-035-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,7591.99,7.22,387.48,477.35,2975.65,427.63,8217.06,38.29,15.98,34.79,Organic Contaminants,40.54,35.85,40.91,54.54,1.82,83.84,20.94,61.32,32.46,53.09,46.96,1535719.74,Eco Packaging Sheets,Very High,JSW Green Materials,Medium,Moderately Recoverable,75.3,29.7,2025-02-04
SEC-035-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,9061.21,6.73,960.23,534.13,3294.27,586.9,2764.64,551.72,14.82,55.35,Heavy Metals,62.78,52.62,27.2,24.78,8.36,61.96,36.09,57.08,231.38,18.71,30.28,86506.23,Eco Packaging Sheets,Emerging,GreenBuild Gujarat,Medium,Moderately Recoverable,54.4,15.6,2025-02-04
SEC-035-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,6570.39,6.24,1285.81,333.02,6094.88,164.96,6708.09,400.75,43.45,50.79,Heavy Metals,69.16,75.97,76.44,23.85,3.32,96.76,12.63,49.95,436.6,83.4,48.0,1085643.46,Eco Bricks,Very High,JSW Green Materials,Low,Moderately Recoverable,94.48,11.5,2025-02-04
SEC-035-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,12792.91,6.48,174.13,559.83,7757.55,216.73,5465.71,443.73,26.0,29.24,Color Pigments,44.77,39.43,81.69,46.5,4.07,63.19,61.72,48.98,74.62,91.91,59.56,2200023.73,Eco Bricks,Medium,UltraTech EcoBuild,High,Moderately Recoverable,65.6,7.7,2025-02-04
