batch_id,factory_name,country,city,industry_type,waste_type,quantity_kg,material_category,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,water_recovery_percent,energy_savings_percent,estimated_market_value_inr,recommended_product,predicted_market_demand,recommended_buyer,treatment_dependency,ai_segmentation_category,esg_impact_score,estimated_payback_months,upload_date
RWX-100066,Lucas Group,Thailand,Dhaka,Synthetic Fiber Plant,Sludge,18020.64,Organic,Color Pigments,5.86,1040.3,294.34,8818.06,376.81,2243.03,478.23,40.51,42.69,52.59,48.1,24.59,63.63,9.68,86.64,87.07,30.71,160.31,38.63,56.44,2129623.48,Composite Wall Panels,Medium,EcoPack Solutions,Low,Highly Recoverable,66.32,29.7,2023-04-02
RWX-100067,Dash-Lal,India,Bengaluru,Leather Processing,Polyester Fiber Waste,12415.39,Organic,Lead,9.13,445.14,130.99,11135.16,735.81,520.4,536.21,27.95,55.84,23.64,24.08,89.09,65.9,9.76,38.63,47.7,55.69,188.35,40.68,18.17,9379645.05,Acoustic Panels,High,JSW Green Materials,Medium,Moderately Recoverable,38.68,6.0,2026-02-08
RWX-100068,D’Alia-Lad,India,Noida,Textile Manufacturing,Chemical Effluent,15418.13,Chemical,High TDS,5.05,1716.64,887.79,179.61,692.25,7080.36,689.26,70.47,22.68,32.08,34.21,45.89,42.38,3.85,81.5,12.17,63.18,220.74,30.33,28.32,2197581.98,Composite Wall Panels,High,Reliance Circular Ventures,High,Moderately Recoverable,64.67,43.1,2024-01-11
RWX-100069,Shenoy Ltd,India,Jaipur,Synthetic Fiber Plant,Sludge,17377.8,Mixed,High TDS,5.31,1749.27,588.54,4938.1,630.58,5744.94,327.94,21.33,60.29,45.84,45.42,21.95,48.7,5.11,81.27,70.63,80.77,213.31,10.98,56.84,3501578.05,Eco Bricks,Very High,EcoPack Solutions,High,Moderately Recoverable,71.77,12.8,2025-08-31
RWX-100070,Harris-Hall,Indonesia,Jakarta,Leather Processing,Sludge,9114.57,Mixed,Color Pigments,4.09,369.22,237.71,9209.83,41.44,5075.63,783.88,70.04,29.44,51.27,40.08,16.67,69.57,8.29,37.44,53.23,69.3,737.9,77.39,55.77,1123401.6,Eco Packaging,Very High,Reliance Circular Ventures,Medium,Moderately Recoverable,54.67,44.8,2022-12-27
RWX-100071,Anderson LLC,USA,Jakarta,Garment Processing,Synthetic Residue,12938.21,Mixed,Low Contamination,8.68,85.34,40.75,10361.64,438.91,9344.65,294.23,47.49,63.84,59.2,59.75,75.57,26.1,2.51,56.99,28.74,72.77,946.78,57.66,44.69,4840381.76,Thermal Insulation Boards,Very High,JSW Green Materials,Low,Low Recovery Potential,53.33,45.8,2024-10-14
RWX-100072,Choudhury-Swaminathan,India,Surat,Metal Processing,Synthetic Residue,12395.46,Mixed,Color Pigments,8.4,776.95,782.06,3837.22,311.89,4306.56,179.63,29.93,50.05,75.07,52.75,43.53,21.87,1.21,44.35,37.93,98.63,976.97,23.71,49.18,8620041.04,Eco Concrete Additives,Emerging,CircularTex Global,High,Highly Recoverable,32.23,17.1,2024-07-24
RWX-100073,Cain-Navarro,Vietnam,Manchester,Paper Manufacturing,Industrial Wastewater,16664.87,Textile,Microplastics,8.56,256.75,447.67,1562.67,7.26,4186.85,453.27,77.65,47.17,58.79,54.5,38.57,40.53,7.22,75.9,53.26,70.67,825.81,31.72,30.2,3805486.82,Eco Bricks,Emerging,CircularTex Global,Low,Low Recovery Potential,94.29,25.5,2023-01-09
RWX-100074,Ramanathan-Sehgal,India,Mumbai,Plastic Recycling,Sludge,21823.65,Textile,Oil Residue,5.73,67.96,275.74,10016.05,298.32,948.02,405.39,30.11,44.28,49.4,53.37,62.09,51.75,3.77,44.95,42.61,31.07,944.83,21.44,49.97,4667918.76,Recycled Plastic Lumber,Very High,RenewLoop Manufacturing,Medium,Highly Recoverable,57.88,14.5,2024-07-09
RWX-100075,Sengupta and Sons,India,Ahmedabad,Paper Manufacturing,Fabric Scraps,1750.09,Polymer,Chromium,8.52,1701.48,829.8,704.53,567.65,8216.19,102.73,48.09,50.87,71.84,69.14,18.34,62.46,3.38,61.53,56.36,89.39,620.09,42.12,8.6,4340213.66,Eco Bricks,Medium,EcoPack Solutions,Low,Highly Recoverable,54.18,36.0,2024-06-17
RWX-100076,Gill-Swaminathan,India,Jaipur,Leather Processing,Textile Dye Waste,16534.4,Textile,Organic Contaminants,5.38,1585.16,631.11,3251.63,327.88,3868.8,486.86,50.81,28.91,30.28,33.97,31.79,66.46,2.46,45.48,84.59,60.9,380.0,88.59,17.7,4986922.33,Industrial Absorbent Pads,Very High,Mahindra Sustainable Solutions,Low,Needs Advanced Treatment,71.45,15.8,2024-05-19
RWX-100077,Sandal PLC,India,Mumbai,Metal Processing,Synthetic Residue,22768.22,Polymer,Organic Contaminants,5.75,645.64,397.18,3634.27,595.98,6563.97,12.45,9.5,53.3,65.02,61.96,80.09,26.21,7.31,94.8,33.7,92.25,728.16,81.84,10.88,3765868.47,Acoustic Panels,High,Mahindra Sustainable Solutions,High,Highly Recoverable,50.91,7.8,2025-04-10
RWX-100078,"Sunder, Dayal and Wagle",India,Ahmedabad,Plastic Recycling,Industrial Wastewater,17949.13,Chemical,Heavy Metals,7.31,463.28,173.77,10124.79,537.68,9584.59,92.76,78.63,47.55,61.6,44.48,45.43,18.06,8.94,98.83,85.56,30.68,479.06,88.81,68.16,8481369.02,Composite Wall Panels,Emerging,RenewLoop Manufacturing,High,Needs Advanced Treatment,66.27,22.1,2023-10-20
RWX-100079,Castillo-Moore,UAE,Berlin,Construction Materials,Fly Ash,9499.88,Organic,Heavy Metals,4.4,1561.15,614.01,9148.62,455.23,575.29,761.56,13.61,40.02,91.35,77.46,36.58,69.03,4.58,89.2,68.47,68.34,491.47,87.18,27.89,8547446.95,Eco Packaging,Emerging,EcoPack Solutions,Low,Low Recovery Potential,59.67,20.0,2022-10-27
RWX-100080,Stark-Sanchez,USA,Dhaka,Industrial Dyeing,Industrial Wastewater,17706.53,Mixed,Oil Residue,4.88,1701.97,740.6,6515.26,483.09,4234.76,255.31,6.12,43.89,69.54,60.11,51.93,27.22,8.06,96.39,59.23,71.72,353.65,61.33,47.22,6781906.29,Sustainable Ceiling Tiles,High,Asian Paints Eco Division,Medium,Moderately Recoverable,50.13,43.7,2023-09-06
RWX-100081,Sane-Sagar,India,Panipat,Construction Materials,Mixed Industrial Waste,6486.35,Textile,Lead,8.51,1668.56,449.19,4266.63,218.81,1966.87,237.14,52.67,51.54,94.24,95.39,52.29,19.0,6.4,45.52,94.83,66.93,363.32,28.56,65.66,6800928.24,Industrial Pigments,Very High,GreenBuild International,High,Moderately Recoverable,69.29,10.6,2025-11-02
RWX-100082,Davis LLC,China,Ho Chi Minh City,Textile Manufacturing,Mixed Industrial Waste,8824.17,Metal,Heavy Metals,8.19,1277.57,357.59,11367.6,92.84,5802.3,684.99,25.89,24.6,42.41,30.57,68.68,56.97,2.83,41.75,58.86,30.41,392.58,66.54,41.73,5793395.9,Eco Bricks,High,Tata Sustainable Materials,Medium,Needs Advanced Treatment,72.87,9.6,2024-10-11
RWX-100083,"Grover, Ganesh and Desai",India,Panipat,Paper Manufacturing,Fabric Scraps,24254.99,Polymer,Sulfide,8.88,716.98,118.02,1428.99,597.55,9697.52,455.96,6.69,33.12,62.85,52.31,62.34,14.85,1.55,37.81,14.39,25.36,64.47,18.91,44.63,9709306.82,Recycled Plastic Lumber,Very High,Tata Sustainable Materials,Medium,Needs Advanced Treatment,78.03,17.6,2024-11-24
RWX-100084,Garcia-Moore,Indonesia,Jakarta,Construction Materials,Chemical Effluent,2114.72,Metal,Organic Contaminants,9.62,1714.24,263.32,9944.96,542.13,4295.39,19.61,71.03,62.48,85.14,88.33,40.08,7.31,3.31,67.55,20.36,86.89,966.57,57.45,48.9,7300805.35,Eco Packaging,Medium,RenewLoop Manufacturing,High,Low Recovery Potential,82.42,30.0,2025-12-04
RWX-100085,Kari and Sons,India,Surat,Paper Manufacturing,Printing Dye Sludge,21772.59,Chemical,Oil Residue,6.8,1321.53,519.06,4945.44,889.11,6210.94,793.23,67.69,42.62,89.33,89.09,70.49,10.05,7.63,95.48,85.7,31.12,428.75,70.32,18.3,6907635.88,Eco Concrete Additives,Medium,Tata Sustainable Materials,High,Highly Recoverable,88.63,37.7,2023-01-30
RWX-100086,Halder LLC,India,Bengaluru,Plastic Recycling,Textile Dye Waste,21297.05,Mixed,Sulfide,7.28,1059.71,223.13,8253.43,726.54,5222.87,314.67,29.31,26.28,85.41,73.77,69.71,32.4,3.93,94.45,60.79,95.03,887.06,79.93,47.21,2608139.95,Sustainable Ceiling Tiles,Emerging,Mahindra Sustainable Solutions,High,Low Recovery Potential,46.35,42.3,2025-08-04
RWX-100087,"Johnston, Koch and Rogers",China,Dubai,Textile Manufacturing,Fly Ash,4003.45,Organic,Organic Contaminants,4.02,95.48,487.17,9030.2,414.56,6323.63,425.24,9.63,20.65,95.65,90.95,97.66,16.44,3.38,58.96,11.0,56.49,698.09,93.88,22.08,103515.69,Sustainable Ceiling Tiles,Emerging,EcoPack Solutions,High,Low Recovery Potential,72.14,15.8,2023-03-31
RWX-100088,Keer-Vyas,India,Tiruppur,Textile Manufacturing,Printing Dye Sludge,4861.72,Organic,Lead,6.62,267.34,801.7,1074.83,435.92,5737.52,22.48,71.24,23.38,36.02,26.85,27.32,82.57,9.53,69.86,30.41,34.59,397.74,73.4,31.77,2841756.62,Circular Fashion Fibers,Medium,GreenBuild International,Low,Low Recovery Potential,44.55,12.6,2022-12-10
RWX-100089,Nguyen-Peters,UAE,Dubai,Metal Processing,Sludge,17569.78,Organic,Low Contamination,8.17,544.35,718.04,6676.02,372.05,9876.35,631.96,75.26,35.58,85.12,95.9,43.2,65.17,5.01,39.01,34.01,69.81,639.49,25.49,27.96,8540553.35,Composite Wall Panels,Very High,JSW Green Materials,Medium,Low Recovery Potential,67.47,3.1,2023-04-30
RWX-100090,Smith-Castaneda,Japan,Seoul,Paper Manufacturing,Polyester Fiber Waste,24966.88,Organic,High TDS,8.32,616.21,577.61,11802.17,859.83,1919.76,212.77,13.26,48.15,51.75,50.63,73.39,66.4,6.06,54.83,65.87,67.3,792.7,45.4,11.43,8330028.61,Industrial Pigments,Very High,Tata Sustainable Materials,High,Needs Advanced Treatment,76.07,35.3,2026-01-27
RWX-100091,Swaminathan-Khanna,India,Panipat,Garment Processing,Mixed Industrial Waste,3776.0,Organic,Oil Residue,9.05,684.84,152.52,10636.21,498.31,1328.8,175.52,28.44,45.84,82.75,72.39,23.14,50.6,7.38,50.78,63.9,84.8,754.57,62.53,7.02,7240544.15,Eco Bricks,Medium,Reliance Circular Ventures,Medium,Highly Recoverable,34.19,34.5,2023-04-14
RWX-100092,"Keer, Chawla and Saini",India,Kanpur,Leather Processing,Printing Dye Sludge,13825.3,Mixed,Organic Contaminants,9.96,1798.14,557.54,10869.24,426.87,7767.87,571.44,53.15,46.21,63.62,67.66,38.55,82.08,9.13,73.88,61.34,80.55,914.12,44.77,63.78,3847888.42,Industrial Pigments,High,Mahindra Sustainable Solutions,High,Needs Advanced Treatment,51.8,43.1,2022-06-17
RWX-100093,"Barton, Delacruz and Scott",USA,Jakarta,Leather Processing,Industrial Wastewater,445.85,Polymer,Low Contamination,8.97,1428.03,473.74,10526.4,83.84,5800.34,259.86,56.22,60.96,73.6,54.36,17.02,40.38,7.23,54.77,70.03,38.63,635.34,39.47,34.23,9371743.91,Thermal Insulation Boards,Medium,Asian Paints Eco Division,Medium,Moderately Recoverable,82.74,30.0,2025-11-12
RWX-100094,Villegas-Davis,Thailand,Manchester,Metal Processing,Synthetic Residue,15023.87,Chemical,High TDS,7.92,452.89,622.32,8437.8,590.68,7610.0,337.47,15.56,54.24,38.71,32.29,88.26,8.86,3.99,43.31,49.01,90.21,437.31,88.76,52.31,4875200.57,Sustainable Ceiling Tiles,Very High,CircularTex Global,Low,Needs Advanced Treatment,63.78,29.9,2025-12-14
RWX-100095,Batra Ltd,India,Tiruppur,Synthetic Fiber Plant,Sludge,20112.57,Textile,Oil Residue,7.36,1483.32,115.59,1650.71,724.15,2325.61,163.19,63.86,28.18,52.69,59.29,62.68,43.2,4.95,71.72,39.78,83.98,933.97,95.06,55.05,7562747.94,Composite Wall Panels,Emerging,UltraTech EcoBuild,Medium,Needs Advanced Treatment,45.48,35.8,2023-10-29
RWX-100096,Mani-Yohannan,India,Bengaluru,Chemical Processing,Industrial Wastewater,19052.87,Polymer,Organic Contaminants,8.7,1253.63,563.07,8416.35,297.31,2805.69,45.96,36.62,50.26,77.77,55.72,24.41,78.93,4.03,89.63,66.37,95.87,177.53,48.12,27.44,6351112.0,Compressed Construction Blocks,High,CircularTex Global,Low,Moderately Recoverable,81.35,26.7,2022-11-23
RWX-100097,Walla Inc,India,Bengaluru,Paper Manufacturing,Mixed Industrial Waste,16601.95,Metal,Chromium,6.08,233.12,196.36,8481.23,431.47,614.16,468.99,21.64,44.29,98.3,77.51,45.09,11.89,8.14,62.0,45.47,73.92,651.29,55.71,47.76,8719743.93,Compressed Construction Blocks,Very High,JSW Green Materials,Medium,Highly Recoverable,84.94,45.2,2022-05-15
RWX-100098,Smith Group,Japan,Istanbul,Plastic Recycling,Industrial Wastewater,5540.2,Textile,Sulfide,4.23,378.5,151.12,6212.62,609.12,6816.77,610.77,43.38,56.87,67.62,57.77,60.52,19.39,1.88,66.22,44.28,39.09,529.74,31.17,24.34,3102076.9,Compressed Construction Blocks,Medium,Mahindra Sustainable Solutions,Low,Moderately Recoverable,61.4,15.9,2024-06-19
RWX-100099,"Smith, Fritz and Howard",Indonesia,Manchester,Textile Manufacturing,Mixed Industrial Waste,6666.98,Polymer,Color Pigments,7.75,874.43,451.33,6246.76,768.21,2709.84,430.74,72.87,38.13,54.93,40.32,28.32,69.92,2.18,59.93,36.51,39.29,710.39,53.66,31.33,4169191.97,Eco Concrete Additives,Very High,Tata Sustainable Materials,Medium,Low Recovery Potential,82.95,6.3,2024-01-31
RWX-100100,Davis Ltd,China,Jakarta,Leather Processing,Textile Dye Waste,5973.57,Polymer,Low Contamination,8.66,978.63,279.39,5578.9,845.86,1024.42,34.35,70.42,42.03,48.83,44.43,30.88,24.57,2.37,47.42,27.45,83.98,124.3,57.03,10.68,2965393.55,Industrial Absorbent Pads,Medium,Reliance Circular Ventures,High,Low Recovery Potential,68.07,9.4,2026-05-03
RWX-100101,Bell LLC,Thailand,Shanghai,Metal Processing,Fly Ash,17875.32,Organic,Organic Contaminants,5.81,757.99,583.53,10894.82,829.78,9776.42,611.24,72.78,41.76,46.38,37.7,72.56,64.06,8.75,90.97,63.35,41.83,54.81,97.74,46.54,3403233.37,Industrial Absorbent Pads,Medium,JSW Green Materials,Low,Moderately Recoverable,88.74,47.9,2023-10-06
RWX-100102,Ratti LLC,India,Ahmedabad,Construction Materials,Mixed Industrial Waste,22608.18,Metal,Sulfide,6.3,1320.0,214.26,9644.69,233.41,6915.85,492.67,23.33,46.42,29.12,31.01,54.13,14.86,8.76,41.2,31.06,75.48,802.73,89.9,50.96,6144284.54,Composite Wall Panels,Medium,UltraTech EcoBuild,Medium,Highly Recoverable,75.54,8.7,2025-08-27
RWX-100103,Baker PLC,Bangladesh,Manchester,Paper Manufacturing,Printing Dye Sludge,24185.44,Metal,Sulfide,7.03,1474.27,685.87,4819.5,861.1,7356.01,429.08,40.26,24.89,62.84,72.15,81.47,81.4,1.16,89.59,21.74,79.54,758.86,46.05,39.67,2630905.34,Recycled Plastic Lumber,Very High,JSW Green Materials,Low,Moderately Recoverable,41.01,17.5,2024-08-03
RWX-100104,Meadows-Lawson,China,Manchester,Chemical Processing,Printing Dye Sludge,7516.83,Polymer,Low Contamination,7.64,1668.18,207.64,4101.86,60.84,7999.59,584.0,75.33,24.15,61.26,58.77,44.29,12.42,7.68,91.89,83.35,76.04,44.09,21.4,35.88,6769615.73,Eco Concrete Additives,Very High,JSW Green Materials,Low,Highly Recoverable,63.51,39.5,2022-09-08
RWX-100105,Shanker Ltd,India,Noida,Garment Processing,Chemical Effluent,19042.49,Textile,Low Contamination,7.43,189.07,742.87,571.62,190.21,7146.12,767.26,27.22,43.72,72.13,60.86,45.53,29.09,8.46,85.63,35.45,64.68,258.95,97.81,12.65,2333534.65,Recycled Plastic Lumber,High,EcoPack Solutions,Low,Low Recovery Potential,36.82,4.0,2023-05-08
RWX-100106,"Lyons, Burgess and Howell",China,Manchester,Leather Processing,Sludge,13451.53,Metal,Sulfide,7.3,332.96,120.78,1912.42,637.23,9022.35,235.22,3.97,21.24,72.85,79.35,64.3,46.19,8.19,46.11,26.2,55.73,663.83,55.54,27.26,8409390.81,Recycled Plastic Lumber,Emerging,Tata Sustainable Materials,High,Moderately Recoverable,62.1,24.8,2025-08-17
RWX-100107,"Shroff, Bhatti and Gour",India,Surat,Synthetic Fiber Plant,Polyester Fiber Waste,7858.61,Chemical,Chromium,7.82,1408.79,712.67,5052.89,555.1,8032.63,601.75,41.61,24.83,61.84,51.0,69.61,70.85,3.88,69.7,83.17,94.07,106.36,68.86,22.94,3416435.65,Recycled Plastic Lumber,Very High,Reliance Circular Ventures,Low,Needs Advanced Treatment,71.88,12.0,2026-05-05
RWX-100108,Levine Group,Japan,Manchester,Industrial Dyeing,Synthetic Residue,13037.05,Organic,Low Contamination,7.42,1516.06,267.59,10368.43,28.2,503.4,525.43,33.22,39.49,57.3,48.41,91.5,57.61,3.93,94.55,26.04,46.84,101.49,69.74,23.55,5137568.61,Eco Bricks,High,GreenBuild International,Low,Moderately Recoverable,55.67,43.2,2023-11-29
RWX-100109,Byrd-Diaz,Bangladesh,Ho Chi Minh City,Textile Manufacturing,Mixed Industrial Waste,3455.72,Chemical,Heavy Metals,4.87,1747.33,141.85,6540.11,657.22,6218.57,120.03,32.48,58.08,54.52,60.12,89.95,26.86,4.07,58.54,68.5,47.93,316.15,71.43,46.85,4058598.62,Sustainable Ceiling Tiles,Medium,RenewLoop Manufacturing,High,Moderately Recoverable,81.69,44.0,2025-04-22
RWX-100110,Jayaraman-Sinha,India,Noida,Chemical Processing,Polyester Fiber Waste,2279.08,Textile,Organic Contaminants,8.38,1501.6,66.72,8279.19,109.07,7311.21,633.92,8.77,27.48,70.3,54.76,94.89,61.01,5.51,73.85,23.14,44.87,522.73,61.6,22.67,2942995.51,Thermal Insulation Boards,Emerging,JSW Green Materials,High,Highly Recoverable,33.33,33.6,2022-12-13
RWX-100111,Matthews-Montgomery,Vietnam,Dubai,Synthetic Fiber Plant,Textile Dye Waste,2755.38,Metal,Low Contamination,8.99,332.15,360.07,10657.91,607.86,192.55,258.23,31.5,57.43,61.88,50.5,32.56,39.32,9.37,58.68,80.68,26.48,363.95,92.39,69.98,1416647.65,Eco Bricks,High,UltraTech EcoBuild,Medium,Moderately Recoverable,95.26,22.2,2024-04-07
RWX-100112,Barad LLC,India,Coimbatore,Metal Processing,Chemical Effluent,21026.06,Mixed,Chromium,4.49,1421.53,513.58,11986.0,406.45,9057.16,426.21,5.52,55.86,27.15,29.06,31.25,64.05,1.81,55.21,42.8,46.57,904.37,64.35,66.5,2398595.17,Eco Bricks,Very High,RenewLoop Manufacturing,Medium,Highly Recoverable,42.61,15.0,2026-01-24
RWX-100113,"Bali, Luthra and Magar",India,Jaipur,Leather Processing,Synthetic Residue,5181.02,Chemical,Heavy Metals,9.87,1001.0,205.04,6106.51,783.91,7932.24,737.98,60.92,61.48,29.73,30.87,47.43,59.82,3.92,45.8,49.71,30.25,133.21,78.4,44.62,6550129.32,Recycled Plastic Lumber,Emerging,UltraTech EcoBuild,Low,Low Recovery Potential,71.41,40.4,2023-09-20
RWX-100114,"Sen, Chaudhuri and Mann",India,Panipat,Plastic Recycling,Chemical Effluent,23394.36,Chemical,Oil Residue,6.85,302.02,823.59,2875.08,276.0,5362.64,644.13,55.29,42.64,21.74,23.18,85.79,47.72,5.94,85.96,35.63,48.5,37.51,50.89,64.33,6350758.32,Industrial Pigments,Emerging,EcoPack Solutions,Low,Moderately Recoverable,88.16,43.4,2024-04-21
RWX-100115,Burgess Inc,UK,Jakarta,Garment Processing,Textile Dye Waste,17466.08,Organic,Color Pigments,8.09,1692.58,270.78,4204.97,512.42,6118.4,89.31,8.58,25.81,89.68,72.38,83.11,10.46,2.17,88.59,25.1,41.89,672.81,10.91,7.48,3758062.73,Thermal Insulation Boards,High,RenewLoop Manufacturing,High,Moderately Recoverable,47.56,42.7,2026-02-24
RWX-100116,"Batra, Mann and Baral",India,Tiruppur,Textile Manufacturing,Industrial Wastewater,15610.41,Metal,Sulfide,6.55,616.72,218.92,3599.37,9.32,8385.68,210.7,4.07,18.73,25.01,21.9,27.35,62.43,2.25,65.65,94.09,77.35,357.43,77.72,54.45,8892488.82,Eco Packaging,High,Mahindra Sustainable Solutions,Medium,Low Recovery Potential,61.66,43.7,2023-07-22
RWX-100117,Koshy-Randhawa,India,Ludhiana,Synthetic Fiber Plant,Textile Dye Waste,22108.56,Textile,Microplastics,5.18,92.32,793.27,9185.06,198.58,4238.28,78.31,56.95,25.74,43.65,31.03,25.4,48.88,4.55,35.03,32.25,80.13,168.12,59.71,19.45,986013.18,Industrial Absorbent Pads,High,Tata Sustainable Materials,Low,Needs Advanced Treatment,82.66,32.6,2024-09-02
RWX-100118,Bath-Sengupta,India,Tiruppur,Plastic Recycling,Printing Dye Sludge,18092.85,Mixed,Organic Contaminants,7.03,831.36,221.59,11627.34,891.92,9901.84,727.46,44.77,38.06,46.2,41.95,79.17,15.09,7.74,86.46,66.85,86.51,514.77,93.09,20.31,1014452.38,Industrial Absorbent Pads,Medium,CircularTex Global,Medium,Moderately Recoverable,56.98,32.2,2025-04-08
RWX-100119,Yadav-Dara,India,Tiruppur,Industrial Dyeing,Synthetic Residue,12349.62,Metal,Heavy Metals,5.43,1740.21,310.8,1036.02,691.89,907.59,258.51,55.64,47.06,84.39,96.02,74.09,17.67,5.8,67.64,19.46,79.44,490.47,49.71,29.13,2601070.79,Thermal Insulation Boards,Emerging,Reliance Circular Ventures,Medium,Low Recovery Potential,94.44,28.8,2024-08-07
RWX-100120,Mani-Andra,India,Jaipur,Construction Materials,Polyester Fiber Waste,1012.15,Textile,Low Contamination,6.66,491.71,62.42,10005.92,300.47,6945.4,735.97,79.55,24.11,53.33,53.63,90.71,83.92,1.08,72.28,23.78,98.66,625.24,89.85,23.93,6534005.25,Compressed Construction Blocks,Emerging,Asian Paints Eco Division,Low,Needs Advanced Treatment,45.52,24.6,2022-06-26
RWX-100121,Cruz Ltd,Vietnam,Manchester,Construction Materials,Polyester Fiber Waste,22185.68,Metal,Low Contamination,8.69,1789.42,600.22,11408.64,107.98,8674.53,122.7,23.12,20.53,30.16,33.54,82.4,74.2,9.63,62.89,91.41,89.82,908.43,74.82,40.08,2920492.25,Thermal Insulation Boards,Medium,UltraTech EcoBuild,Medium,Low Recovery Potential,96.54,45.8,2024-07-09
RWX-100122,Howell-Taylor,UK,New York,Paper Manufacturing,Sludge,21945.62,Mixed,Color Pigments,8.88,807.7,369.5,489.35,695.6,7210.77,410.17,58.77,40.37,76.52,69.05,57.97,62.99,8.96,96.22,59.63,78.49,118.13,39.74,42.44,8142701.61,Eco Concrete Additives,Emerging,Reliance Circular Ventures,High,Moderately Recoverable,89.77,24.6,2025-01-12
RWX-100123,"Sibal, Barad and Vasa",India,Mumbai,Paper Manufacturing,Industrial Wastewater,10523.47,Metal,Microplastics,5.53,558.55,114.8,5753.66,652.16,5328.51,250.85,35.74,28.42,80.66,87.0,46.84,57.0,2.74,83.97,21.93,43.7,391.77,15.99,25.17,3839265.86,Eco Concrete Additives,Very High,CircularTex Global,High,Needs Advanced Treatment,78.03,24.9,2024-08-02
RWX-100124,Loyal Inc,India,Bengaluru,Industrial Dyeing,Chemical Effluent,10630.9,Organic,Low Contamination,4.82,360.13,862.69,10808.32,774.24,8621.25,268.21,30.61,59.4,89.79,70.89,63.73,64.03,2.23,71.08,94.42,44.79,620.52,20.56,9.11,1104024.19,Eco Concrete Additives,Emerging,EcoPack Solutions,Low,Low Recovery Potential,52.59,18.5,2023-10-30
RWX-100125,"Chad, Dara and Bahri",India,Coimbatore,Plastic Recycling,Industrial Wastewater,21140.0,Metal,Heavy Metals,4.62,1108.24,457.62,2386.37,93.98,6198.3,326.42,57.5,54.14,67.03,49.72,27.55,84.96,9.56,71.8,23.05,32.77,649.57,41.76,54.01,6680282.87,Acoustic Panels,High,JSW Green Materials,High,Needs Advanced Treatment,58.18,43.5,2023-07-29
RWX-100126,Boase-Chaudhari,India,Pune,Leather Processing,Industrial Wastewater,16028.97,Organic,Color Pigments,9.48,1109.8,538.51,2780.17,735.52,777.57,406.71,9.07,29.82,73.23,80.36,40.58,40.79,5.59,78.86,71.89,81.09,289.67,92.64,56.84,9897651.28,Eco Bricks,High,JSW Green Materials,High,Low Recovery Potential,95.99,32.4,2022-11-14
RWX-100127,Lall-Wali,India,Pune,Chemical Processing,Synthetic Residue,23702.09,Mixed,Heavy Metals,7.59,680.3,356.31,6482.41,224.61,2617.58,365.05,61.13,28.47,90.17,101.17,62.66,28.55,8.31,49.99,65.63,93.75,84.78,46.25,17.62,8347011.75,Thermal Insulation Boards,Very High,CircularTex Global,Low,Low Recovery Potential,59.98,26.3,2025-12-07
